Date,Tournament,Surface,Rd,,Score
13-Jul-1970,Gstaad,Clay,F,Francoise Durr [FRA] / Marty Riessen [USA] d. Casals / Cliff Drysdale [RSA],7-5 6-2
06-Jul-1970,Newport Wales,Grass,F,Casals / Cliff Drysdale [RSA] d. Judy Tegart / Owen Davidson [AUS],5-7 6-3 6-3
22-Jun-1970,Wimbledon,Grass,F,Casals / Ilie Nastase [ROU] d. Olga Morozova [URS] / Alex Metreveli [RUS],6-3 4-6 9-7
01-Jan-1969,Hobart,Grass,F,Casals / Tony Roche [AUS] d. Billie Jean King [USA] / Fred Stolle [AUS],6-1 6-4
04-Oct-1968,Corpus Christi Pros,Hard,F,Ann Jones [GBR] / Andres Gimeno [ESP] d. Casals / Pancho Segura [ECU],6-3 6-4
10-Aug-1968,Binghamton Pros,,F,Billie Jean King [USA] / Roy Emerson [AUS] d. Casals / Andres Gimeno [ESP],6-4 6-3
11-Dec-1967,Adelaide,Grass,F,Karen Krantzcke / Ray Ruffels [AUS] d. Casals / Warren Jacques [AUS],8-10 9-7 7-5
28-Nov-1967,Victoria,Grass,F,Karen Krantzcke / Ray Ruffels [AUS] d. Casals / Torben Ulrich [DEN],6-1 3-6 8-6
30-Aug-1967,US National Championships,Grass,F,Billie Jean King [USA] / Owen Davidson [AUS] d. Casals / Stan Smith [USA],6-3 6-2
