Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,320,212,108,66.3%,442-266,62.4%,3590-2832,55.9%,13-12,52.0%,0,,,,,,,,,,,
Clay,237,160,77,67.5%,340-188,64.4%,2666-2122,55.7%,11-12,47.8%,0,,,,,,,,,,,
Grass,316,216,100,68.4%,464-243,65.6%,3662-2854,56.2%,9-9,50.0%,0,,,,,,,,,,,
Carpet,338,212,126,62.7%,457-273,62.6%,3646-2973,55.1%,22-38,36.7%,0,,,,,,,,,,,
Grand Slams,165,114,51,69.1%,236-128,64.8%,1832-1456,55.7%,5-5,50.0%,0,,,,,,,,,,,
Premiers,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,
Finals,85,29,56,34.1%,79-125,38.7%,868-1018,46.0%,3-6,33.3%,0,,,,,,,,,,,
Semi-finals,182,81,101,44.5%,194-225,46.3%,1904-2047,48.2%,5-17,22.7%,0,,,,,,,,,,,
Quarter-finals,235,160,75,68.1%,340-198,63.2%,2774-2255,55.2%,18-19,48.6%,0,,,,,,,,,,,
vs Righties,767,433,334,56.5%,947-757,55.6%,8236-7553,52.2%,38-58,39.6%,0,,,,,,,,,,,
vs Lefties,100,66,34,66.0%,132-71,65.0%,1027-802,56.2%,8-7,53.3%,0,,,,,,,,,,,
