Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Australian Open Q1,L vs Vukic,0.0%,-,4.3%,66.7%,16.5%,33.3%,0.0%,5.3%,0.0%,0.5%,0.0%,-65,-43
2019 US Open R64,L vs Bublik,0.0%,-,8.7%,67.7%,13.5%,12.1%,7.1%,9.5%,33.3%,0.0%,-,-16,-42
2019 US Open R128,W vs Thiem,1.0%,100.0%,7.6%,62.5%,10.6%,3.0%,7.1%,3.5%,0.0%,0.3%,0.0%,-73,-23
2019 Gstaad R16,W vs Sonego,3.9%,66.7%,14.1%,70.8%,21.7%,23.4%,20.0%,10.0%,33.3%,0.0%,-,48,11
2019 Gstaad R32,W vs Ehrat,0.0%,-,8.8%,86.7%,13.0%,16.7%,6.3%,3.1%,0.0%,0.3%,0.0%,-45,-41
2019 Wimbledon R64,W vs Karlovic,0.0%,-,4.2%,69.2%,33.1%,35.3%,15.4%,21.4%,16.7%,0.0%,-,172,82
2019 Wimbledon R128,W vs Tsitsipas,0.0%,-,7.9%,84.0%,20.6%,26.1%,23.5%,7.7%,33.3%,1.6%,14.3%,6,20
2019 Eastbourne SF,L vs Querrey,0.0%,-,5.6%,70.0%,16.2%,22.2%,22.2%,9.1%,25.0%,1.3%,33.3%,12,-12
2019 Australian Open R64,W vs Opelka,0.6%,0.0%,5.1%,82.4%,20.6%,31.1%,0.0%,13.8%,83.3%,0.3%,100.0%,-10,-6
2019 Australian Open R128,W vs Kubler,0.0%,-,8.4%,68.2%,17.5%,24.5%,22.7%,7.4%,42.9%,0.0%,-,-12,-23
2018 Australian Open R128,L vs Zverev,0.0%,-,11.8%,60.0%,14.4%,15.6%,11.1%,5.8%,33.3%,0.3%,0.0%,-70,-73
2017 Qingdao CH R32,W vs Maamoun,0.0%,-,3.4%,66.7%,11.9%,16.3%,0.0%,4.4%,20.0%,0.9%,0.0%,-81,-59
2015 Napoli CH SF,L vs Munoz De La Nava,1.7%,0.0%,13.8%,68.8%,8.6%,13.6%,0.0%,3.5%,9.1%,1.3%,33.3%,-10,-28
Career (13 matches),,0.4%,50.0%,7.8%,71.3%,16.9%,20.5%,11.4%,7.2%,29.9%,0.5%,20.0%,-12,-16
