Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Umag R32,L vs Travaglia,0.77,0.60,46.4,2.2,-,59.1%,-,60.0%,40.0%,22.6%
2019 s Hertogenbosch R32,L vs Seppi,0.85,0.75,35.6,2.8,-,56.5%,-,55.8%,32.7%,44.7%
2019 Geneva Q2,L vs Dimitrov,1.13,0.66,52.6,3.2,-,53.7%,-,56.1%,25.0%,27.6%
2019 Munich Q1,L vs Maden,0.94,0.77,54.0,6.1,2.4%,47.6%,0.0%,53.8%,45.5%,35.0%
2019 Budapest R32,L vs Haase,1.07,0.78,70.6,5.4,0.0%,59.0%,0.0%,53.4%,41.7%,20.0%
2019 Marrakech R32,L vs Herbert,0.88,0.78,51.2,4.0,2.2%,65.2%,0.0%,55.3%,33.3%,37.0%
2019 Miami R128,L vs Ivashka,0.81,0.82,62.4,2.5,0.0%,54.5%,0.0%,71.1%,28.9%,48.7%
2019 Dubai R32,L vs Verdasco,0.99,0.86,56.4,8.6,0.0%,47.7%,4.9%,65.9%,41.5%,34.2%
2019 Dubai Q2,W vs Hoang,1.07,1.20,63.8,3.5,2.3%,61.4%,2.4%,57.1%,43.5%,47.6%
2019 Dubai Q1,W vs Molleker,0.94,2.64,38.1,2.1,9.1%,68.2%,9.1%,100.0%,50.0%,39.3%
2019 Rotterdam R32,L vs Tsonga,1.01,0.40,41.2,2.0,0.0%,55.6%,0.0%,56.0%,12.5%,22.7%
2019 Rotterdam Q1,W vs Sels,1.23,1.49,48.8,2.1,2.7%,62.2%,2.8%,66.7%,43.3%,42.9%
2019 Montpellier R32,L vs Ivashka,0.82,0.82,58.1,4.1,2.4%,63.4%,2.8%,69.4%,32.7%,34.7%
2019 Australian Open R32,L vs Dimitrov,0.94,0.59,32.5,2.2,1.9%,65.4%,2.2%,58.7%,21.3%,27.0%
2019 Australian Open R64,W vs Opelka,1.04,1.20,58.5,3.3,1.2%,75.3%,0.0%,71.4%,30.2%,30.8%
2019 Australian Open R128,W vs Kubler,1.19,1.23,41.4,2.2,1.4%,64.3%,0.0%,60.0%,36.4%,41.7%
2019 Auckland Q2,L vs Marterer,0.94,0.68,57.2,2.7,0.0%,54.5%,0.0%,70.4%,35.3%,19.4%
2019 Auckland Q1,W vs Tearney,1.40,1.55,48.3,2.2,3.0%,60.6%,0.0%,63.3%,44.4%,40.0%
2018 Shenzhen CH R16,L vs Valkusz,1.01,0.80,64.3,2.8,0.0%,68.1%,0.0%,46.5%,28.2%,38.9%
2018 Shenzhen CH R32,W vs Xia,1.40,3.17,39.0,2.0,4.0%,72.0%,15.0%,90.0%,44.1%,46.7%
2019 (18 matches),,1.01,0.92,51.7,2.9,1.6%,60.6%,1.3%,62.7%,35.2%,34.8%
2018 (52 matches),,1.04,1.07,53.3,2.9,2.4%,62.4%,2.3%,58.7%,40.2%,41.0%
2017 (61 matches),,1.03,1.11,52.1,2.6,2.6%,62.1%,2.9%,61.9%,40.4%,41.6%
2016 (50 matches),,1.03,1.03,54.3,2.8,1.8%,59.6%,2.8%,60.7%,39.5%,40.7%
2015 (32 matches),,1.02,1.09,53.2,2.8,3.1%,61.7%,2.7%,59.8%,41.8%,42.2%
Career (304 matches),,1.03,1.06,53.2,2.8,2.1%,60.9%,2.6%,60.1%,40.4%,41.0%
