Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2020 Australian Open Q1,L vs Vukic,4.0,3.9,4.1,46.5%,37.9%,53.8%,54.5%,44.5%,21.3%,11.5,12.9,-1.0,-1.1
2019 US Open R64,L vs Bublik,3.2,4.2,2.3,42.6%,59.7%,71.1%,75.0%,66.7%,19.1%,30.5,11.3,10.0,8.9
2019 US Open R128,W vs Thiem,3.6,4.1,3.0,52.1%,59.0%,61.5%,52.6%,61.6%,19.5%,9.5,5.6,3.5,4.0
2019 Gstaad R16,W vs Sonego,3.5,3.8,3.2,50.0%,71.4%,41.7%,54.5%,69.0%,22.5%,26.0,16.8,0.0,0.0
2019 Gstaad R32,W vs Ehrat,4.5,4.6,4.3,45.2%,50.0%,54.5%,82.4%,63.1%,18.6%,23.5,11.9,-4.0,-4.3
2019 Wimbledon R64,W vs Karlovic,2.4,3.0,1.8,50.8%,55.6%,84.6%,33.3%,65.1%,19.8%,46.5,32.3,17.0,27.9
2019 Wimbledon R128,W vs Tsitsipas,3.6,3.7,3.5,49.7%,52.4%,51.6%,66.7%,58.4%,16.2%,27.5,11.0,-3.0,-2.0
2019 Eastbourne SF,L vs Querrey,3.3,3.9,2.8,37.7%,65.5%,50.0%,61.5%,63.9%,30.5%,19.5,14.2,1.0,1.8
2019 Australian Open R64,W vs Opelka,3.0,3.5,2.5,44.9%,57.6%,76.9%,86.7%,55.5%,47.5%,41.0,22.9,10.0,12.5
2019 Australian Open R128,W vs Kubler,4.0,4.5,3.4,47.9%,44.8%,59.3%,81.0%,48.7%,18.4%,20.5,10.5,-1.5,-0.9
2018 Australian Open R128,L vs Zverev,3.6,3.9,3.3,41.3%,53.8%,41.2%,52.9%,47.9%,22.0%,14.0,10.8,3.0,2.6
2017 Qingdao CH R32,W vs Maamoun,5.7,5.7,5.6,57.1%,68.4%,71.4%,69.2%,58.2%,8.5%,9.0,7.3,1.0,1.2
2015 Napoli CH SF,L vs Munoz De La Nava,4.9,5.6,4.1,25.0%,48.8%,61.5%,50.0%,47.7%,14.4%,-1.0,-0.9,-6.5,-6.1
Career (13 matches),,3.5,4.0,3.1,46.1%,54.9%,60.8%,65.7%,57.7%,21.6%,21.4,12.9,2.3,2.3
