Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,26,14,12,53.8%,32-33,49.2%,311-310,50.1%,3-2,60.0%,26,71.8%,28.2%,2.6%,3.8%,61.0%,64.5%,51.8%,59.6%,41.2%,50.1%,1.02,SF (Cleveland)
2021,28,10,18,35.7%,24-41,36.9%,287-349,45.1%,5-7,41.7%,28,67.9%,22.6%,2.8%,3.8%,62.4%,62.3%,49.2%,57.4%,37.8%,47.8%,0.89,SF (Bari)
2020,5,3,2,60.0%,7-6,53.8%,62-58,51.7%,1-1,50.0%,5,83.1%,20.3%,2.6%,2.6%,66.8%,71.9%,53.0%,65.6%,38.1%,51.1%,1.11,QF (Bengaluru)
2019,3,0,3,0.0%,2-6,25.0%,34-39,46.6%,0-0,-,3,69.4%,24.3%,1.6%,3.7%,65.8%,65.0%,45.8%,58.4%,37.2%,48.5%,0.90,R32 (3x)
2018,33,22,11,66.7%,49-30,62.0%,404-340,54.3%,5-4,55.6%,33,78.5%,30.0%,2.9%,3.9%,62.2%,69.0%,54.3%,63.5%,41.8%,52.5%,1.14,W (Ningbo)
2017,41,31,10,75.6%,64-28,69.6%,482-363,57.0%,7-1,87.5%,41,79.0%,34.9%,2.7%,3.8%,63.0%,70.0%,51.0%,63.0%,43.0%,53.0%,1.16,W (3x)
2016,27,15,12,55.6%,37-30,55.2%,337-301,52.8%,3-6,33.3%,27,73.8%,31.7%,2.4%,2.8%,70.7%,65.0%,53.1%,61.5%,41.9%,51.7%,1.09,W (Zhuhai)
2015,42,22,20,52.4%,53-48,52.5%,497-452,52.4%,2-10,16.7%,38,72.5%,32.2%,3.0%,4.7%,61.9%,65.0%,51.3%,59.8%,41.9%,50.7%,1.04,SF (4x)
2014,39,19,20,48.7%,40-47,46.0%,396-421,48.5%,7-5,58.3%,39,68.1%,29.2%,2.6%,4.1%,67.8%,62.4%,49.5%,58.2%,40.8%,49.5%,0.98,SF (2x)
2013,35,20,15,57.1%,45-35,56.3%,415-385,51.9%,9-7,56.3%,35,72.1%,31.7%,1.8%,3.8%,66.1%,64.3%,49.4%,59.2%,42.6%,50.8%,1.05,W (Recanati)
2012,33,15,18,45.5%,33-41,44.6%,347-365,48.7%,4-7,36.4%,33,71.5%,26.3%,2.9%,5.0%,59.1%,66.2%,50.3%,59.7%,39.2%,49.5%,0.97,QF (5x)
2011,14,7,7,50.0%,14-18,43.8%,135-151,47.2%,1-1,50.0%,14,68.5%,25.5%,3.4%,4.9%,60.9%,63.1%,49.3%,57.7%,40.0%,49.0%,0.94,QF (2x)
2010,12,4,8,33.3%,12-18,40.0%,129-150,46.2%,3-0,100.0%,12,62.6%,28.5%,4.0%,5.2%,57.2%,62.9%,45.4%,55.4%,40.5%,48.2%,0.91,QF (Reggio Emilia)
2009,15,6,9,40.0%,17-21,44.7%,167-188,47.0%,1-1,50.0%,0,,,,,,,,,,,,QF (Turin)
2008,13,2,11,15.4%,9-23,28.1%,132-179,42.4%,3-2,60.0%,0,,,,,,,,,,,,R16 (2x)
2007,4,2,2,50.0%,3-4,42.9%,30-35,46.2%,1-0,100.0%,0,,,,,,,,,,,,QF (Trani)
Career,370,192,178,51.9%,441-429,50.7%,4165-4086,50.5%,55-54,50.5%,334,72.5%,29.5%,2.7%,4.1%,63.5%,65.4%,50.7%,60.0%,41.1%,50.5%,1.03,
