Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,50,13,37,26.0%,43-91,32.1%,589-724,44.9%,7-17,29.2%,50,71.2%,20.0%,2.3%,4.0%,65.7%,64.9%,48.2%,59.2%,36.5%,47.8%,0.89
Clay,26,6,20,23.1%,24-47,33.8%,287-367,43.9%,4-3,57.1%,26,67.1%,21.1%,1.8%,3.2%,65.4%,61.1%,50.3%,57.4%,36.5%,47.1%,0.86
Grass,14,8,6,57.1%,22-21,51.2%,222-222,50.0%,6-6,50.0%,14,79.8%,20.9%,2.9%,3.4%,64.6%,70.7%,50.3%,63.5%,36.1%,49.5%,0.99
Grand Slams,23,10,13,43.5%,35-53,39.8%,409-464,46.8%,7-10,41.2%,23,75.0%,19.7%,2.5%,3.7%,65.7%,65.9%,51.9%,61.1%,35.8%,48.4%,0.92
Masters,10,1,9,10.0%,7-18,28.0%,107-134,44.4%,1-2,33.3%,10,72.6%,17.4%,1.5%,3.3%,66.6%,64.9%,47.3%,59.0%,34.2%,46.8%,0.83
Other Tours,57,16,41,28.1%,47-88,34.8%,582-715,44.9%,9-14,39.1%,57,69.2%,21.5%,2.3%,3.7%,65.1%,64.2%,47.7%,58.4%,37.2%,47.8%,0.90
Best of 5,23,10,13,43.5%,35-53,39.8%,409-464,46.8%,7-10,41.2%,23,75.0%,19.7%,2.5%,3.7%,65.7%,65.9%,51.9%,61.1%,35.8%,48.4%,0.92
Best of 3,67,17,50,25.4%,54-106,33.8%,689-849,44.8%,10-16,38.5%,67,69.7%,20.9%,2.2%,3.7%,65.3%,64.3%,47.7%,58.5%,36.8%,47.6%,0.89
Semi-finals,1,0,1,0.0%,1-2,33.3%,13-18,41.9%,1-0,100.0%,1,85.7%,0.0%,3.5%,2.4%,77.6%,74.2%,47.4%,68.2%,24.2%,45.0%,0.76
Quarter-finals,4,1,3,25.0%,3-6,33.3%,39-46,45.9%,0-0,-,4,66.7%,25.6%,1.6%,2.3%,67.3%,61.3%,53.6%,58.8%,40.1%,48.9%,0.97
vs Righties,80,23,57,28.7%,77-142,35.2%,954-1159,45.1%,15-22,40.5%,80,71.2%,20.2%,2.2%,3.8%,65.5%,64.6%,48.9%,59.2%,36.4%,47.8%,0.89
vs Lefties,10,4,6,40.0%,12-17,41.4%,144-154,48.3%,2-4,33.3%,10,74.8%,22.6%,2.9%,2.8%,65.2%,66.5%,50.9%,61.1%,37.1%,49.0%,0.95
vs Top 10,5,2,3,40.0%,6-10,37.5%,71-84,45.8%,0-2,0.0%,5,77.3%,16.5%,3.5%,4.5%,62.6%,73.1%,43.4%,62.0%,33.6%,47.9%,0.88
