Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Umag R32,L vs Travaglia,83% (5/6),0% (0/6),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2019 s Hertogenbosch R32,L vs Seppi,47% (8/17),43% (3/7),0/2,0/0,0% (0/4),3/5,0/1,64% (7/11),27% (3/11)
2019 Geneva Q2,L vs Dimitrov,44% (7/16),33% (1/3),0/0,0/0,79% (11/14),4/6,1/2,- (0/0),- (0/0)
2019 Munich Q1,L vs Maden,50% (6/12),44% (4/9),1/2,0/0,30% (3/10),1/3,0/1,- (0/0),- (0/0)
2019 Budapest R32,L vs Haase,53% (10/19),20% (1/5),1/1,0/0,58% (7/12),5/7,0/1,83% (5/6),40% (2/5)
2019 Marrakech R32,L vs Herbert,63% (10/16),25% (1/4),1/1,0/0,0% (0/5),1/3,0/1,80% (4/5),60% (3/5)
2019 Miami R128,L vs Ivashka,83% (10/12),43% (3/7),1/1,0/0,67% (6/9),0/2,0/1,- (0/0),- (0/0)
2019 Dubai R32,L vs Verdasco,80% (8/10),38% (3/8),1/2,0/0,64% (9/14),0/2,0/1,- (0/0),- (0/0)
2019 Dubai Q2,W vs Hoang,67% (8/12),38% (5/13),2/5,1/4,67% (8/12),3/3,0/0,71% (5/7),43% (3/7)
2019 Dubai Q1,W vs Molleker,90% (9/10),50% (3/6),2/4,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Rotterdam R32,L vs Tsonga,50% (5/10),0% (0/1),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2019 Rotterdam Q1,W vs Sels,53% (9/17),75% (3/4),2/2,1/1,67% (2/3),1/1,0/0,75% (3/4),80% (4/5)
2019 Montpellier R32,L vs Ivashka,65% (11/17),18% (2/11),1/2,0/0,25% (1/4),1/3,1/2,- (0/0),- (0/0)
2019 Australian Open R32,L vs Dimitrov,60% (12/20),50% (2/4),0/0,0/0,20% (1/5),0/3,0/1,67% (4/6),17% (1/6)
2019 Australian Open R64,W vs Opelka,69% (24/35),60% (3/5),3/9,1/1,80% (4/5),5/7,0/0,79% (15/19),35% (7/20)
2019 Australian Open R128,W vs Kubler,59% (16/27),33% (4/12),3/6,1/1,60% (6/10),1/2,0/0,100% (4/4),75% (3/4)
2019 Auckland Q2,L vs Marterer,80% (8/10),0% (0/7),0/0,0/0,60% (3/5),1/3,1/2,- (0/0),- (0/0)
2019 Auckland Q1,W vs Tearney,57% (8/14),40% (4/10),2/3,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2018 Shenzhen CH R16,L vs Valkusz,43% (9/21),100% (2/2),0/0,0/0,50% (3/6),2/4,0/1,33% (2/6),50% (3/6)
2018 Shenzhen CH R32,W vs Xia,69% (9/13),33% (3/9),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 (18 matches),,62.1%,34.4%,50.0%,66.7%,53.2%,48.1%,20.0%,75.8%,41.3%
2018 (52 matches),,63.3%,44.8%,58.6%,58.3%,58.5%,36.6%,25.0%,56.7%,35.2%
2017 (61 matches),,63.5%,43.3%,61.9%,59.0%,60.9%,49.2%,35.9%,68.5%,37.2%
2016 (50 matches),,61.8%,41.0%,49.6%,44.6%,58.5%,41.9%,43.2%,50.0%,34.1%
2015 (32 matches),,65.0%,47.2%,53.8%,62.1%,51.8%,41.7%,41.7%,53.7%,28.8%
Career (304 matches),,62.3%,42.9%,55.8%,55.9%,57.2%,44.6%,39.0%,62.1%,36.8%
