Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Umag R32,L vs Travaglia,11% (1/9),0% (0/1),0/3,38% (3/8),0% (0/3),0/0,0/0,1/1,0/0,0/0
2019 s Hertogenbosch R32,L vs Seppi,25% (4/16),75% (3/4),0/4,27% (4/15),0% (0/4),2/3,0/0,0/0,0/0,0/0
2019 Geneva Q2,L vs Dimitrov,18% (2/11),50% (1/2),0/2,50% (5/10),40% (2/5),1/1,0/0,2/3,0/0,1/1
2019 Munich Q1,L vs Maden,46% (6/13),67% (4/6),2/7,54% (7/13),0% (0/7),1/3,0/2,0/0,0/0,0/0
2019 Budapest R32,L vs Haase,14% (2/14),50% (1/2),0/3,40% (6/15),17% (1/6),1/1,0/1,1/3,0/0,0/1
2019 Marrakech R32,L vs Herbert,14% (2/14),50% (1/2),0/4,33% (5/15),0% (0/5),1/1,0/0,4/5,0/0,0/1
2019 Miami R128,L vs Ivashka,38% (5/13),60% (3/5),1/3,31% (4/13),25% (1/4),2/3,1/1,1/1,0/0,1/1
2019 Dubai R32,L vs Verdasco,46% (6/13),50% (3/6),0/5,46% (6/13),17% (1/6),1/3,1/1,0/0,0/0,0/0
2019 Dubai Q2,W vs Hoang,50% (6/12),83% (5/6),2/4,42% (5/12),20% (1/5),3/4,0/1,2/2,0/0,0/0
2019 Dubai Q1,W vs Molleker,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),2/2,1/1,0/0,1/1,0/0
2019 Rotterdam R32,L vs Tsonga,11% (1/9),0% (0/1),0/3,38% (3/8),0% (0/3),0/0,0/0,1/1,0/0,0/0
2019 Rotterdam Q1,W vs Sels,33% (3/9),100% (3/3),0/1,30% (3/10),67% (2/3),2/3,1/1,2/2,0/0,0/0
2019 Montpellier R32,L vs Ivashka,20% (3/15),67% (2/3),0/2,21% (3/14),0% (0/3),2/2,1/1,1/2,0/0,1/1
2019 Australian Open R32,L vs Dimitrov,13% (2/16),100% (2/2),1/4,25% (4/16),0% (0/4),1/2,0/0,4/4,0/0,1/1
2019 Australian Open R64,W vs Opelka,15% (4/26),75% (3/4),0/1,12% (3/25),67% (2/3),3/3,2/2,1/1,0/0,0/0
2019 Australian Open R128,W vs Kubler,26% (5/19),80% (4/5),1/4,40% (8/20),50% (4/8),3/4,2/3,1/1,1/1,0/0
2019 Auckland Q2,L vs Marterer,20% (2/10),0% (0/2),0/0,30% (3/10),33% (1/3),0/0,0/0,0/2,0/0,0/1
2019 Auckland Q1,W vs Tearney,44% (4/9),100% (4/4),2/2,30% (3/10),33% (1/3),3/4,2/2,0/0,1/1,0/0
2018 Shenzhen CH R16,L vs Valkusz,17% (2/12),100% (2/2),1/3,33% (4/12),25% (1/4),0/2,0/0,2/2,0/0,0/0
2018 Shenzhen CH R32,W vs Xia,50% (4/8),75% (3/4),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2019 (18 matches),,25.7%,68.9%,17.3%,32.2%,22.4%,71.8%,68.8%,75.0%,100.0%,57.1%
2018 (52 matches),,40.6%,71.3%,27.1%,39.1%,32.1%,75.8%,74.6%,68.4%,90.5%,78.6%
2017 (61 matches),,41.9%,71.1%,26.5%,34.4%,30.0%,81.7%,83.3%,81.1%,84.0%,75.0%
2016 (50 matches),,39.9%,70.5%,25.7%,38.6%,29.7%,76.1%,75.9%,63.5%,65.4%,66.7%
2015 (32 matches),,43.0%,77.3%,27.7%,34.4%,25.0%,79.6%,77.5%,73.5%,62.5%,58.3%
Career (304 matches),,40.8%,71.9%,27.0%,37.7%,29.0%,76.2%,79.6%,72.8%,81.8%,72.9%
