Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Damir Dzumhur [BIH],3,8,27.3%,5,1,4,20.0%,2012,2022,11,0.88,1.4%,4.0%,63.5%,61.1%,49.3%,56.8%,38.0%,53.5%,40.0%
8,Luca Vanni [ITA],2,6,25.0%,1,1,0,100.0%,2008,2021,5,0.85,2.2%,3.9%,63.5%,59.3%,51.4%,56.4%,37.0%,51.2%,36.7%
7,Franco Skugor [CRO],5,2,71.4%,2,1,1,50.0%,2010,2017,6,1.12,3.1%,1.4%,72.8%,68.1%,54.2%,64.3%,39.8%,64.5%,43.2%
6,Cedrik Marcel Stebe [GER],2,4,33.3%,1,0,1,0.0%,2008,2022,5,0.83,1.3%,3.1%,64.5%,59.5%,48.5%,55.6%,36.9%,60.0%,45.2%
6,Andrea Arnaboldi [ITA],3,3,50.0%,1,0,1,0.0%,2007,2021,1,0.87,6.8%,4.1%,73.0%,64.8%,40.0%,58.1%,36.6%,16.7%,75.0%
6,Daniele Giorgini [ITA],4,2,66.7%,2,2,0,100.0%,2006,2013,1,0.96,2.6%,5.3%,60.5%,65.2%,37.8%,54.4%,43.9%,46.2%,60.0%
5,Saketh Myneni [IND],3,2,60.0%,2,2,0,100.0%,2014,2020,5,1.07,1.4%,4.3%,61.0%,66.7%,59.7%,64.0%,38.7%,52.0%,27.9%
5,Evgeny Donskoy [RUS],0,5,0.0%,1,0,1,0.0%,2012,2017,5,0.65,2.6%,6.0%,66.0%,60.5%,41.8%,54.1%,30.0%,27.6%,30.8%
5,Di Wu [CHN],2,3,40.0%,2,1,1,50.0%,2010,2016,1,0.99,2.1%,2.1%,74.2%,51.4%,32.0%,46.4%,53.1%,38.5%,53.3%
4,Yoshihito Nishioka [JPN],1,3,25.0%,1,0,1,0.0%,2014,2022,4,0.96,3.8%,4.1%,68.8%,60.5%,41.0%,54.4%,43.9%,50.0%,41.9%
4,Antoine Hoang [FRA],3,1,75.0%,4,1,3,25.0%,2015,2021,3,0.97,2.3%,4.6%,66.7%,65.2%,49.0%,59.8%,39.2%,66.7%,48.0%
4,Lorenzo Giustino [ITA],0,4,0.0%,0,0,0,-,2013,2021,4,0.72,0.9%,4.9%,67.6%,52.6%,41.1%,48.9%,37.0%,31.0%,47.6%
4,Tatsuma Ito [JPN],1,3,25.0%,1,0,1,0.0%,2015,2019,4,0.99,5.2%,4.9%,70.3%,61.2%,58.8%,60.5%,39.3%,44.0%,34.2%
4,Matteo Viola [ITA],3,1,75.0%,0,0,0,-,2007,2018,2,1.30,0.0%,6.2%,60.3%,67.0%,51.7%,61.0%,50.6%,66.7%,52.4%
4,Yuki Bhambri [IND],4,0,100.0%,1,1,0,100.0%,2013,2018,4,1.35,2.3%,3.3%,61.0%,76.0%,51.3%,66.3%,45.3%,54.5%,48.8%
