Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,3,4,42.9%,8-9,47.1%,78-83,48.4%,0-1,0.0%,7,75.0%,22.5%,8.1%,6.1%,59.0%,69.2%,50.5%,61.5%,36.9%,49.0%,0.96,QF (W35 Birmingham)
2025,28,18,10,64.3%,40-27,59.7%,336-284,54.2%,2-4,33.3%,26,72.3%,35.1%,8.4%,7.1%,61.8%,71.0%,43.9%,60.6%,42.8%,51.7%,1.09,W (W15 Trois-Rivieres)
2024,23,8,15,34.8%,19-33,36.5%,210-274,43.4%,5-1,83.3%,1,37.5%,22.2%,9.4%,7.8%,57.8%,64.9%,25.9%,48.4%,39.7%,43.9%,0.77,QF (2x)
2023,23,9,14,39.1%,24-31,43.6%,240-274,46.7%,0-3,0.0%,0,,,,,,,,,,,,SF (W25 Nottingham)
2022,12,6,6,50.0%,13-14,48.1%,123-131,48.4%,2-1,66.7%,0,,,,,,,,,,,,W (W25 Loughborough)
2021,8,3,5,37.5%,9-11,45.0%,88-98,47.3%,1-1,50.0%,0,,,,,,,,,,,,QF (W15 Tbilisi)
2020,14,6,8,42.9%,15-18,45.5%,144-165,46.6%,3-2,60.0%,0,,,,,,,,,,,,QF (2x)
2019,41,19,22,46.3%,41-49,45.6%,414-438,48.6%,9-8,52.9%,0,,,,,,,,,,,,F (2x)
2018,50,30,20,60.0%,64-49,56.6%,542-452,54.5%,4-3,57.1%,0,,,,,,,,,,,,W (2x)
2017,31,15,16,48.4%,35-32,52.2%,310-279,52.6%,1-2,33.3%,0,,,,,,,,,,,,F (Pereira $15K)
2016,24,13,11,54.2%,30-25,54.5%,262-243,51.9%,2-2,50.0%,0,,,,,,,,,,,,SF (Medellin $10K)
2015,9,5,4,55.6%,12-8,60.0%,89-94,48.6%,1-0,100.0%,0,,,,,,,,,,,,SF (Cairo $10K)
Career,270,135,135,50.0%,310-306,50.3%,2836-2815,50.2%,30-28,51.7%,34,72.2%,32.1%,8.4%,6.9%,61.1%,70.4%,44.8%,60.5%,41.5%,50.9%,1.05,
