Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Nikolas Sanchez Izquierdo [ESP],4,2,66.7%,3,2,1,66.7%,2020,2023,5,1.09,5.5%,3.9%,56.3%,70.4%,45.8%,59.6%,43.9%,51.4%,43.5%
4,Oriol Roca Batalla [ESP],3,1,75.0%,0,0,0,-,2023,2025,4,0.95,3.2%,3.8%,62.5%,67.6%,42.2%,58.1%,39.8%,70.5%,53.8%
4,Pierre Hugues Herbert [FRA],2,2,50.0%,0,0,0,-,2023,2024,4,0.99,7.8%,3.9%,61.5%,69.7%,52.8%,63.2%,36.5%,50.0%,40.0%
3,Enrico Dalla Valle [ITA],2,1,66.7%,0,0,0,-,2019,2026,2,1.14,4.7%,2.0%,64.0%,69.8%,42.6%,60.0%,45.6%,36.4%,44.0%
3,Frederico Ferreira Silva [POR],1,2,33.3%,1,0,1,0.0%,2022,2026,3,1.01,4.6%,4.2%,57.0%,60.7%,47.1%,54.9%,45.4%,65.6%,40.0%
3,Stefano Travaglia [ITA],1,2,33.3%,1,0,1,0.0%,2022,2025,3,0.79,6.8%,2.6%,59.4%,68.3%,41.1%,57.3%,34.0%,50.0%,33.3%
3,Luka Mikrut [CRO],2,1,66.7%,0,0,0,-,2022,2025,1,0.82,4.3%,2.9%,60.9%,69.0%,51.9%,62.3%,30.9%,75.0%,0.0%
3,Ramkumar Ramanathan [IND],1,2,33.3%,0,0,0,-,2020,2024,3,0.91,7.4%,3.7%,56.8%,76.1%,42.9%,61.7%,34.7%,36.4%,22.2%
3,Dino Prizmic [CRO],1,2,33.3%,0,0,0,-,2023,2024,3,0.81,6.6%,4.8%,55.1%,62.0%,49.3%,56.3%,35.3%,57.1%,26.7%
3,Carlos Sanchez Jover [ESP],1,2,33.3%,1,0,1,0.0%,2022,2024,3,0.85,3.7%,3.2%,60.4%,58.0%,43.0%,52.1%,40.5%,45.5%,55.0%
3,Zsombor Piros [HUN],1,2,33.3%,2,1,1,50.0%,2021,2024,3,0.98,8.0%,2.1%,62.2%,65.4%,48.6%,59.0%,40.3%,58.1%,54.2%
3,Maks Kasnikowski [POL],1,2,33.3%,4,1,3,25.0%,2023,2023,1,0.93,6.3%,2.7%,60.7%,63.2%,43.2%,55.4%,41.7%,41.7%,50.0%
3,Cezar Cretu [ROU],3,0,100.0%,0,0,0,-,2021,2023,2,1.24,4.1%,2.0%,52.7%,70.5%,58.6%,64.9%,43.5%,71.4%,32.0%
3,Alex Molcan [SVK],0,3,0.0%,4,0,4,0.0%,2020,2022,2,0.83,4.6%,3.4%,54.0%,53.2%,47.5%,50.6%,41.0%,52.2%,47.1%
3,Filip Misolic [AUT],1,2,33.3%,1,1,0,100.0%,2019,2022,2,0.87,8.9%,4.8%,58.9%,72.6%,39.2%,58.9%,35.6%,52.6%,20.0%
