Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Roland Garros R128,L vs Bublik,17.3%,27.6%,44.9%,23.9%,21.0%,33.9%,44.9%,31.3%,61.3%,41.9%,22.2%,12.1%,18.2%,44.8%,4
2024 Bordeaux CH R16,W vs Murray,22.6%,32.3%,44.4%,28.7%,30.6%,41.7%,56.0%,41.1%,60.0%,43.8%,50.0%,13.0%,21.7%,30.0%,9
2024 Bucharest SF,L vs Navone,8.0%,17.3%,45.6%,12.8%,6.4%,19.1%,47.7%,14.0%,44.0%,54.5%,60.0%,11.1%,14.8%,41.7%,-25
2024 Quimper CH R32,L vs Virtanen,36.4%,48.1%,43.5%,44.7%,43.2%,61.4%,64.0%,57.7%,61.9%,56.5%,50.0%,30.0%,33.3%,19.0%,59
2024 Australian Open R128,L vs Paul,26.0%,39.7%,42.3%,30.3%,38.3%,48.9%,41.4%,44.9%,40.0%,59.1%,100.0%,4.2%,25.0%,43.5%,-76
2023 Antwerp R16,L vs Bublik,22.0%,30.0%,46.2%,28.6%,24.1%,34.5%,54.5%,35.5%,66.7%,57.1%,-,19.0%,23.8%,35.3%,-79
2023 US Open R128,L vs Mensik,26.0%,38.6%,54.4%,33.9%,30.3%,47.4%,58.5%,43.6%,53.8%,32.4%,0.0%,21.3%,27.7%,48.6%,40
2023 Washington R64,W vs Mochizuki,28.4%,37.9%,55.2%,32.9%,35.8%,45.3%,55.9%,44.0%,57.1%,65.6%,60.0%,25.0%,37.5%,54.2%,89
2023 Canada R64,L vs Berrettini,19.7%,27.9%,47.8%,23.3%,29.6%,37.0%,36.8%,37.8%,35.7%,30.8%,0.0%,12.9%,22.6%,55.6%,11
2023 Stuttgart R32,W vs Otte,42.1%,50.9%,58.6%,47.9%,54.5%,63.6%,60.0%,64.5%,55.6%,66.7%,100.0%,30.0%,40.0%,57.1%,157
2023 Banja Luka R16,L vs Lajovic,15.1%,26.4%,31.8%,23.0%,15.6%,34.4%,40.7%,28.8%,13.3%,82.4%,75.0%,15.0%,15.0%,17.6%,-7
2023 Miami R32,L vs Eubanks,34.4%,45.9%,50.0%,42.6%,36.8%,47.4%,54.2%,50.0%,47.1%,57.1%,100.0%,30.4%,43.5%,43.8%,-79
2021 Wimbledon R128,L vs Van De Zandschulp,26.0%,35.9%,45.3%,35.1%,29.4%,43.5%,51.7%,43.5%,58.5%,54.5%,60.0%,20.5%,22.7%,34.3%,-13
2021 Lille CH F,L vs Bergs,20.6%,24.7%,41.3%,23.4%,20.3%,25.0%,37.3%,24.5%,53.1%,43.8%,40.0%,22.6%,25.8%,50.0%,13
2020 US Open R64,L vs Rublev,30.6%,38.8%,41.4%,35.1%,37.3%,45.1%,50.0%,44.7%,41.7%,48.1%,50.0%,21.2%,30.3%,30.8%,-35
2019 Orleans CH F,L vs Ymer,35.7%,46.4%,50.0%,43.6%,43.2%,54.1%,52.4%,55.1%,50.0%,52.6%,50.0%,21.1%,31.6%,46.7%,-79
2019 Metz QF,L vs Paire,25.6%,33.3%,50.0%,32.7%,28.3%,37.7%,60.5%,38.7%,68.0%,46.4%,16.7%,20.0%,24.0%,30.0%,-79
2019 Metz R16,W vs Hoang,39.1%,52.9%,53.1%,48.2%,50.0%,68.3%,63.3%,63.2%,53.6%,37.5%,33.3%,17.4%,21.7%,36.8%,45
2016 Granby CH R16,L vs Shapovalov,27.8%,35.2%,31.4%,32.6%,33.3%,46.7%,25.0%,42.0%,58.3%,44.4%,75.0%,25.0%,25.0%,40.0%,111
Career (19 matches),,26.3%,36.2%,46.3%,32.7%,31.6%,43.8%,50.3%,42.1%,52.6%,50.3%,52.1%,19.6%,26.4%,40.4%,30
