Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Roland Garros R128,L vs Bublik,7.3%,71.4%,18.7%,60.0%,7.3%,10.4%,0.0%,6.7%,4.3%,2.2%,62.5%,-2,-42
2024 Bordeaux CH R16,W vs Murray,0.0%,-,12.7%,73.3%,16.1%,28.6%,33.3%,9.0%,27.8%,1.8%,75.0%,34,39
2024 Bucharest SF,L vs Navone,1.4%,100.0%,8.3%,63.6%,10.6%,5.1%,0.0%,5.8%,40.0%,0.9%,0.0%,-68,-86
2024 Quimper CH R32,L vs Virtanen,2.7%,100.0%,11.0%,62.5%,12.5%,12.5%,0.0%,11.9%,9.1%,1.3%,0.0%,-28,-14
2024 Australian Open R128,L vs Paul,0.0%,-,7.7%,36.4%,17.6%,33.3%,0.0%,9.0%,14.3%,1.5%,33.3%,-35,-49
2023 Antwerp R16,L vs Bublik,0.0%,-,12.7%,38.5%,9.3%,13.3%,0.0%,5.2%,0.0%,0.7%,100.0%,12,-58
2023 US Open R128,L vs Mensik,0.8%,0.0%,9.8%,76.0%,13.3%,22.6%,0.0%,9.9%,30.0%,0.7%,0.0%,-5,18
2023 Washington R64,W vs Mochizuki,0.0%,-,6.6%,64.3%,9.5%,18.2%,25.0%,10.9%,14.3%,0.9%,0.0%,-91,-57
2023 Canada R64,L vs Berrettini,0.0%,-,12.5%,38.5%,11.6%,14.3%,0.0%,7.4%,50.0%,0.6%,0.0%,7,-37
2023 Stuttgart R32,W vs Otte,5.8%,66.7%,16.4%,65.0%,23.8%,18.2%,0.0%,19.4%,14.3%,0.8%,0.0%,35,72
2023 Banja Luka R16,L vs Lajovic,0.0%,-,5.9%,50.0%,10.5%,14.3%,0.0%,14.6%,18.2%,3.1%,0.0%,-6,-50
2023 Miami R32,L vs Eubanks,0.0%,-,6.3%,75.0%,10.0%,12.5%,0.0%,17.1%,57.1%,0.8%,0.0%,-13,-11
2021 Wimbledon R128,L vs Van De Zandschulp,2.4%,33.3%,13.5%,48.6%,13.5%,11.1%,33.3%,6.8%,17.6%,1.7%,14.3%,-36,-28
2021 Lille CH F,L vs Bergs,3.1%,33.3%,4.0%,57.1%,8.6%,10.2%,0.0%,7.7%,26.7%,1.3%,25.0%,-38,-54
2020 US Open R64,L vs Rublev,0.0%,-,2.8%,40.0%,10.8%,14.3%,0.0%,11.8%,62.5%,0.4%,0.0%,7,1
2019 Orleans CH F,L vs Ymer,4.0%,100.0%,9.5%,63.6%,9.2%,27.3%,0.0%,4.6%,9.1%,0.9%,0.0%,-17,1
2019 Metz QF,L vs Paire,1.4%,0.0%,12.9%,55.6%,18.8%,44.4%,0.0%,6.5%,33.3%,1.2%,0.0%,32,7
2019 Metz R16,W vs Hoang,0.0%,-,4.3%,100.0%,16.7%,45.5%,0.0%,10.6%,33.3%,0.4%,0.0%,-58,-8
2016 Granby CH R16,L vs Shapovalov,3.8%,100.0%,9.6%,66.7%,20.6%,50.0%,0.0%,7.7%,10.0%,0.0%,-,36,56
Career (19 matches),,1.8%,64.0%,9.7%,59.6%,12.2%,18.3%,10.5%,8.9%,23.1%,1.2%,23.1%,-20,-21
