Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,16,4,12,25.0%,12-24,33.3%,153-192,44.3%,2-3,40.0%,16,65.9%,23.0%,4.2%,4.6%,57.5%,66.2%,45.1%,57.2%,37.8%,47.4%,0.88,QF (Oeiras 4)
2024,34,18,16,52.9%,38-36,51.4%,389-380,50.6%,10-11,47.6%,34,79.2%,22.3%,6.0%,2.1%,63.0%,67.9%,54.7%,63.0%,38.0%,50.4%,1.03,F (Nonthaburi 1)
2023,13,9,4,69.2%,20-10,66.7%,166-129,56.3%,2-4,33.3%,13,84.1%,29.2%,4.9%,3.3%,62.1%,74.6%,53.3%,66.5%,39.6%,52.7%,1.18,W (Quimper)
2022,60,37,23,61.7%,79-56,58.5%,671-610,52.4%,8-7,53.3%,59,76.9%,27.9%,5.7%,3.0%,62.1%,69.9%,50.9%,62.7%,39.4%,51.3%,1.06,W (2x)
2021,27,14,13,51.9%,33-29,53.2%,329-315,51.1%,7-8,46.7%,27,79.0%,23.4%,6.6%,3.3%,63.2%,70.3%,52.3%,63.7%,37.7%,50.6%,1.04,F (Lille)
2020,6,3,3,50.0%,7-8,46.7%,72-81,47.1%,3-1,75.0%,6,75.7%,17.3%,8.2%,3.6%,62.0%,72.4%,48.3%,63.3%,33.7%,48.6%,0.92,QF (Indian Wells)
2019,33,24,9,72.7%,51-26,66.2%,418-342,55.0%,10-6,62.5%,33,81.2%,27.6%,9.0%,3.7%,59.5%,74.8%,49.7%,64.6%,39.3%,52.0%,1.11,W (2x)
2018,36,23,13,63.9%,52-35,59.8%,468-404,53.7%,11-7,61.1%,35,80.7%,25.8%,7.8%,3.3%,59.6%,74.6%,51.3%,65.2%,38.3%,51.5%,1.10,W (Lille)
2017,5,1,4,20.0%,4-9,30.8%,49-67,42.2%,0-0,-,5,67.2%,17.2%,5.7%,4.3%,61.2%,68.6%,39.9%,57.5%,34.3%,46.2%,0.81,R16 (Koblenz)
2016,34,15,19,44.1%,39-43,47.6%,390-407,48.9%,8-7,53.3%,34,73.0%,24.4%,5.8%,4.3%,59.4%,68.4%,48.7%,60.4%,38.6%,49.5%,0.97,SF (3x)
2015,12,4,8,33.3%,10-17,37.0%,123-134,47.9%,0-3,0.0%,12,75.6%,21.3%,8.6%,3.6%,63.9%,70.7%,47.0%,62.1%,36.3%,48.8%,0.96,F (Quimper)
2014,4,2,2,50.0%,4-6,40.0%,41-54,43.2%,1-1,50.0%,4,64.6%,20.0%,3.6%,6.6%,54.8%,68.1%,45.3%,57.8%,37.2%,47.7%,0.88,QF (Reunion Island)
Career,280,154,126,55.0%,349-299,53.9%,3269-3115,51.2%,62-58,51.7%,278,77.2%,25.0%,6.5%,3.4%,61.0%,70.7%,50.3%,62.8%,38.3%,50.5%,1.03,
