Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,61,22,39,36.1%,61-95,39.1%,743-829,47.3%,16-23,41.0%,61,78.0%,16.9%,7.1%,2.7%,62.5%,71.1%,50.8%,63.5%,34.6%,49.1%,0.95
Clay,28,10,18,35.7%,31-50,38.3%,370-423,46.7%,4-7,36.4%,28,70.6%,23.1%,4.3%,3.3%,62.7%,66.0%,48.0%,59.3%,37.1%,48.2%,0.91
Grass,13,6,7,46.2%,17-22,43.6%,195-216,47.4%,6-5,54.5%,13,79.4%,15.9%,4.1%,3.2%,61.9%,68.1%,53.9%,62.7%,33.6%,48.3%,0.90
Grand Slams,25,7,18,28.0%,32-63,33.7%,422-514,45.1%,7-10,41.2%,25,72.3%,18.3%,5.3%,3.9%,61.3%,67.4%,50.7%,60.9%,35.1%,47.9%,0.90
Masters,14,6,8,42.9%,13-19,40.6%,152-161,48.6%,2-3,40.0%,14,76.8%,20.3%,6.0%,3.2%,59.3%,69.9%,52.6%,62.9%,35.0%,49.1%,0.94
Other Tours,63,25,38,39.7%,64-85,43.0%,734-793,48.1%,17-22,43.6%,63,78.3%,18.3%,6.1%,2.4%,63.8%,70.0%,49.9%,62.7%,35.2%,49.1%,0.94
Best of 5,25,7,18,28.0%,32-63,33.7%,422-514,45.1%,7-10,41.2%,25,72.3%,18.3%,5.3%,3.9%,61.3%,67.4%,50.7%,60.9%,35.1%,47.9%,0.90
Best of 3,77,31,46,40.3%,77-104,42.5%,886-954,48.2%,19-25,43.2%,77,78.0%,18.7%,6.1%,2.5%,63.1%,70.0%,50.4%,62.8%,35.2%,49.1%,0.94
Semi-finals,2,0,2,0.0%,0-4,0.0%,14-24,36.8%,0-0,-,2,57.9%,15.8%,2.3%,2.3%,62.4%,56.6%,46.0%,52.6%,35.5%,44.5%,0.75
Quarter-finals,5,2,3,40.0%,4-7,36.4%,61-65,48.4%,1-4,20.0%,5,78.7%,20.0%,5.6%,1.9%,65.1%,68.2%,49.3%,61.6%,35.8%,49.4%,0.93
vs Righties,89,33,56,37.1%,96-147,39.5%,1151-1296,47.0%,23-30,43.4%,89,75.9%,18.5%,5.7%,2.9%,62.7%,68.9%,50.5%,62.0%,35.0%,48.6%,0.92
vs Lefties,13,5,8,38.5%,13-20,39.4%,157-172,47.7%,3-5,37.5%,13,77.2%,19.0%,6.9%,3.3%,60.8%,71.3%,50.6%,63.2%,36.0%,49.3%,0.98
vs Top 10,4,0,4,0.0%,1-8,11.1%,43-58,42.6%,1-3,25.0%,4,79.2%,8.2%,4.0%,2.9%,60.7%,63.2%,56.9%,60.7%,29.5%,46.4%,0.75
