Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Roland Garros R128,L vs Noskova,25.7%,34.3%,52.0%,33.3%,50.0%,66.7%,12.5%,40.0%,50.0%,18.8%,18.8%,38.5%,11.1%,57.1%,100.0%,-33
2023 Indian Wells R128,L vs Raducanu,26.8%,35.7%,25.0%,42.3%,53.8%,33.3%,25.0%,42.9%,66.7%,16.0%,24.0%,19.0%,18.2%,78.6%,75.0%,40
2023 Austin R32,L vs Watson,22.2%,30.9%,42.4%,28.0%,38.0%,41.7%,13.6%,50.0%,25.0%,14.8%,22.2%,43.5%,15.4%,50.0%,50.0%,30
2023 Lyon QF,L vs Parks,27.3%,29.1%,36.8%,37.5%,40.6%,35.0%,35.3%,40.0%,0.0%,14.3%,14.3%,38.9%,37.5%,76.9%,-,1
2022 US Open R128,L vs Williams,15.9%,20.6%,40.0%,32.1%,32.1%,42.1%,16.7%,37.5%,66.7%,3.7%,14.8%,38.5%,8.3%,20.0%,25.0%,-86
2022 Roland Garros R32,L vs Swiatek,21.5%,27.7%,42.6%,31.4%,40.0%,41.7%,11.8%,61.1%,50.0%,11.5%,15.4%,43.5%,7.7%,46.2%,60.0%,-4
2022 Miami R128,L vs Fruhvirtova,22.2%,26.7%,26.5%,30.0%,35.0%,28.6%,72.7%,44.4%,100.0%,16.7%,20.8%,25.0%,11.1%,6.7%,0.0%,-56
2022 Indian Wells R64,W vs Pliskova,28.1%,31.3%,40.3%,38.9%,44.4%,51.5%,29.2%,53.3%,33.3%,17.1%,17.1%,27.6%,18.8%,73.7%,100.0%,46
2022 Lyon R32,L vs Rus,9.5%,19.0%,32.4%,9.1%,13.6%,30.0%,20.0%,41.7%,0.0%,12.5%,31.3%,35.7%,22.2%,14.3%,25.0%,-4
2022 Australian Open R32,L vs Halep,14.8%,16.7%,29.5%,25.0%,29.2%,22.2%,40.0%,42.9%,0.0%,7.1%,7.1%,34.6%,18.8%,83.3%,100.0%,-42
2022 Australian Open R64,W vs Raducanu,16.0%,21.0%,45.1%,20.7%,27.6%,54.3%,32.1%,43.3%,44.4%,10.0%,12.5%,33.3%,16.7%,54.5%,66.7%,-46
2021 Charleston 2 QF,W vs Rogers,34.0%,40.0%,54.5%,43.3%,53.3%,52.9%,41.7%,50.0%,100.0%,20.0%,20.0%,56.3%,30.0%,70.0%,100.0%,-104
2021 Charleston F,L vs Kudermetova,28.4%,35.8%,42.9%,32.3%,35.5%,52.4%,35.3%,35.7%,33.3%,30.0%,43.3%,33.3%,33.3%,61.1%,33.3%,97
2021 Charleston R16,W vs Kvitova,38.6%,42.1%,36.7%,36.4%,42.4%,52.4%,35.7%,47.4%,25.0%,52.6%,52.6%,0.0%,45.5%,25.0%,0.0%,147
2021 Australian Open R128,L vs Barty,9.1%,9.1%,14.3%,17.6%,17.6%,7.1%,40.0%,0.0%,0.0%,0.0%,0.0%,21.4%,0.0%,75.0%,75.0%,-119
2019 Taipei QF,W vs Okamura,37.5%,45.0%,52.6%,50.0%,62.5%,66.7%,11.1%,46.7%,-,30.0%,30.0%,28.6%,0.0%,50.0%,-,97
2019 Tashkent QF,L vs Cirstea,13.3%,23.5%,48.7%,13.8%,29.3%,54.0%,25.0%,64.7%,71.4%,15.2%,18.2%,39.3%,20.0%,61.5%,100.0%,25
2018 Lugano R32,W vs Golubic,14.6%,25.0%,51.9%,20.8%,37.5%,60.5%,57.7%,50.0%,100.0%,8.9%,13.3%,43.9%,38.5%,65.6%,100.0%,-28
2018 Shenzhen R16,L vs Sabalenka,27.0%,29.7%,15.4%,36.0%,40.0%,18.8%,41.7%,30.8%,33.3%,9.1%,9.1%,10.0%,0.0%,100.0%,100.0%,-23
2018 Shenzhen R32,W vs Sakkari,21.3%,27.5%,48.3%,27.3%,31.8%,53.1%,25.0%,42.9%,50.0%,16.1%,25.8%,42.3%,16.7%,61.5%,100.0%,41
Career (35 matches),,21.9%,29.7%,42.5%,30.5%,40.8%,47.1%,33.1%,44.7%,39.1%,14.0%,19.8%,37.6%,20.3%,54.5%,62.8%,24
