Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Roland Garros R128,L vs Noskova,0.0%,-,6.4%,80.0%,18.2%,50.0%,0.0%,10.5%,0.0%,3.1%,66.7%,67,82
2023 Indian Wells R128,L vs Raducanu,0.0%,-,7.8%,75.0%,10.9%,17.6%,33.3%,13.2%,66.7%,1.4%,0.0%,53,74
2023 Austin R32,L vs Watson,0.0%,-,4.8%,50.0%,15.3%,19.0%,0.0%,15.3%,23.1%,0.9%,0.0%,156,126
2023 Lyon QF,L vs Parks,0.0%,-,4.3%,60.0%,7.5%,16.7%,0.0%,0.0%,0.0%,1.5%,50.0%,-53,-31
2022 US Open R128,L vs Williams,0.0%,-,3.1%,100.0%,14.1%,25.0%,0.0%,4.2%,8.3%,2.1%,25.0%,9,27
2022 Roland Garros R32,L vs Swiatek,0.0%,-,1.7%,100.0%,7.1%,20.0%,0.0%,1.6%,7.7%,3.1%,50.0%,36,15
2022 Miami R128,L vs Fruhvirtova,0.0%,-,6.3%,50.0%,5.5%,4.5%,0.0%,8.5%,25.0%,0.0%,-,67,41
2022 Indian Wells R64,W vs Pliskova,0.0%,-,2.4%,80.0%,13.0%,19.5%,100.0%,9.0%,42.9%,0.9%,66.7%,-24,8
2022 Lyon R32,L vs Rus,0.0%,-,12.3%,50.0%,9.4%,16.7%,0.0%,7.1%,7.7%,0.6%,0.0%,35,23
2022 Australian Open R32,L vs Halep,0.0%,-,7.4%,71.4%,11.8%,20.0%,100.0%,3.0%,10.0%,1.6%,0.0%,-67,-67
2022 Australian Open R64,W vs Raducanu,0.0%,-,15.5%,51.7%,12.3%,14.3%,40.0%,7.6%,15.9%,1.7%,37.5%,-47,-47
2021 Charleston 2 QF,W vs Rogers,0.0%,-,5.1%,100.0%,17.8%,27.3%,100.0%,8.7%,22.2%,0.7%,100.0%,-39,1
2021 Charleston F,L vs Kudermetova,0.0%,-,5.4%,71.4%,7.7%,18.2%,0.0%,8.0%,23.1%,1.6%,33.3%,-6,28
2021 Charleston R16,W vs Kvitova,0.0%,-,6.6%,71.4%,9.5%,10.0%,0.0%,8.3%,9.1%,1.5%,50.0%,-19,75
2021 Australian Open R128,L vs Barty,0.0%,-,3.3%,0.0%,2.1%,0.0%,0.0%,2.5%,20.0%,1.8%,0.0%,12,-20
2019 Taipei QF,W vs Okamura,0.0%,-,3.6%,66.7%,12.5%,28.6%,0.0%,9.4%,20.0%,1.6%,0.0%,5,59
2019 Tashkent QF,L vs Cirstea,0.0%,-,3.9%,87.5%,14.6%,35.0%,0.0%,7.6%,30.0%,1.0%,25.0%,27,10
2018 Lugano R32,W vs Golubic,0.0%,-,8.9%,77.8%,11.6%,32.4%,14.3%,10.7%,40.0%,3.5%,46.7%,22,-4
2018 Shenzhen R16,L vs Sabalenka,0.0%,-,3.5%,66.7%,8.0%,66.7%,0.0%,13.3%,33.3%,2.7%,0.0%,20,11
2018 Shenzhen R32,W vs Sakkari,0.0%,-,3.3%,50.0%,12.3%,19.4%,0.0%,16.9%,42.9%,2.0%,16.7%,47,40
Career (35 matches),,0.0%,-,6.9%,66.8%,12.8%,21.0%,25.7%,9.1%,25.3%,2.2%,37.0%,36,36
