Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Roland Garros R128,L vs Noskova,72.1%,32.3%,7.0%,1/2,2.38,12.0%,79.3%,26.1%,0.0%,2.18,16.7%,66.7%,50.0%,25.0%,2.58,7.7%
2023 Indian Wells R128,L vs Raducanu,63.8%,53.3%,10.6%,3/2,2.17,11.1%,73.1%,47.4%,0.0%,1.83,26.7%,55.0%,63.6%,25.0%,2.42,0.0%
2023 Austin R32,L vs Watson,65.5%,49.1%,6.0%,2/3,2.33,8.5%,63.5%,39.4%,3.8%,2.09,13.9%,84.6%,63.6%,11.5%,2.70,0.0%
2023 Lyon QF,L vs Parks,59.7%,43.2%,8.1%,3/2,2.32,2.6%,58.8%,45.0%,8.8%,2.26,5.0%,73.9%,41.2%,8.7%,2.38,0.0%
2022 US Open R128,L vs Williams,60.0%,46.2%,10.8%,2/5,2.20,0.0%,58.1%,40.0%,2.3%,2.33,0.0%,87.5%,57.1%,37.5%,2.11,0.0%
2022 Roland Garros R32,L vs Swiatek,72.7%,45.0%,5.5%,0/3,2.35,0.0%,60.0%,42.9%,2.9%,2.43,0.0%,95.0%,47.4%,10.0%,2.27,0.0%
2022 Miami R128,L vs Fruhvirtova,66.7%,50.0%,7.8%,2/2,2.12,0.0%,62.2%,47.8%,5.4%,2.20,0.0%,84.6%,54.5%,15.4%,2.07,0.0%
2022 Indian Wells R64,W vs Pliskova,66.4%,61.6%,5.5%,2/4,2.64,3.3%,64.6%,57.1%,3.1%,2.57,6.3%,81.6%,67.7%,10.5%,2.72,0.0%
2022 Lyon R32,L vs Rus,76.9%,36.7%,7.7%,3/0,2.46,0.0%,76.9%,35.0%,7.7%,2.34,0.0%,76.9%,40.0%,7.7%,2.63,0.0%
2022 Australian Open R32,L vs Halep,65.9%,48.1%,9.8%,2/2,2.57,2.3%,74.2%,39.1%,6.5%,2.79,5.6%,44.4%,100.0%,22.2%,2.41,0.0%
2022 Australian Open R64,W vs Raducanu,88.5%,54.5%,4.6%,2/2,2.85,29.3%,93.9%,50.0%,0.0%,2.77,47.8%,88.2%,73.3%,23.5%,2.96,5.6%
2021 Charleston 2 QF,W vs Rogers,81.3%,56.4%,8.3%,2/2,2.56,6.1%,77.8%,57.1%,16.7%,2.66,11.8%,89.3%,56.0%,3.6%,2.45,0.0%
2021 Charleston F,L vs Kudermetova,63.5%,52.5%,3.2%,2/0,2.50,7.1%,51.6%,50.0%,3.2%,3.00,9.5%,80.0%,54.2%,3.3%,2.00,4.8%
2021 Charleston R16,W vs Kvitova,83.7%,68.3%,14.3%,2/5,2.49,3.3%,76.7%,69.6%,3.3%,2.26,4.8%,100.0%,66.7%,33.3%,3.02,0.0%
2021 Australian Open R128,L vs Barty,55.6%,20.0%,7.4%,1/1,2.37,50.0%,38.9%,28.6%,5.6%,2.22,35.7%,88.9%,12.5%,11.1%,2.51,64.3%
2019 Taipei QF,W vs Okamura,76.7%,66.7%,0.0%,0/0,2.32,0.0%,84.0%,66.7%,0.0%,2.28,0.0%,100.0%,66.7%,0.0%,2.40,0.0%
2019 Tashkent QF,L vs Cirstea,76.1%,55.4%,2.8%,1/2,2.51,2.6%,70.1%,48.9%,4.5%,2.52,2.0%,87.8%,63.9%,0.0%,2.49,3.6%
2018 Lugano R32,W vs Golubic,73.6%,52.6%,2.8%,3/0,2.48,17.9%,72.5%,52.0%,0.0%,2.49,27.0%,82.4%,53.6%,8.8%,2.48,9.8%
2018 Shenzhen R16,L vs Sabalenka,52.1%,44.0%,12.5%,3/3,2.64,11.5%,52.0%,30.8%,12.0%,2.51,12.5%,66.7%,58.3%,16.7%,2.85,10.0%
2018 Shenzhen R32,W vs Sakkari,73.8%,61.8%,2.9%,2/1,2.63,1.8%,77.3%,63.8%,0.0%,2.48,3.2%,81.8%,55.6%,13.6%,2.81,0.0%
Career (35 matches),,70.5%,52.4%,5.5%,55.6%,2.43,11.1%,69.5%,48.4%,2.7%,2.42,16.3%,81.6%,58.8%,11.3%,2.45,5.9%
