Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,1,1,50.0%,2-2,50.0%,14-20,41.2%,0-0,-,2,58.8%,17.6%,5.8%,3.9%,58.3%,63.3%,41.9%,54.4%,38.1%,46.2%,0.83,R64 (Australian Open)
2024,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,1,0.0%,14.3%,0.0%,12.5%,56.3%,27.8%,14.3%,21.9%,32.6%,28.0%,0.42,R64 (Paris Olympics)
2023,19,8,11,42.1%,18-23,43.9%,176-184,48.9%,0-1,0.0%,19,60.1%,36.3%,5.3%,7.0%,57.8%,64.7%,40.9%,54.7%,43.1%,49.3%,0.95,SF (Auckland)
2022,20,9,11,45.0%,19-28,40.4%,198-241,45.1%,0-3,0.0%,20,59.1%,29.9%,4.1%,6.6%,52.6%,64.0%,42.3%,53.7%,40.8%,47.5%,0.88,SF (Parma)
2021,29,12,17,41.4%,26-36,41.9%,248-303,45.0%,2-1,66.7%,29,55.2%,35.6%,3.7%,7.1%,52.5%,59.8%,44.4%,52.5%,43.6%,48.1%,0.92,F (Charleston 1)
2020,12,5,7,41.7%,13-15,46.4%,124-132,48.4%,2-1,66.7%,12,69.4%,28.8%,4.3%,7.2%,58.1%,69.1%,45.0%,59.0%,40.0%,49.6%,0.98,QF (Istanbul)
2019,5,2,3,40.0%,6-7,46.2%,63-64,49.6%,0-1,0.0%,5,58.7%,41.3%,2.7%,8.2%,59.9%,61.1%,42.0%,53.4%,46.0%,49.8%,0.99,QF (Tashkent)
2018,8,3,5,37.5%,7-12,36.8%,71-96,42.5%,1-0,100.0%,8,58.5%,26.2%,2.8%,5.7%,54.0%,63.2%,42.8%,53.8%,41.1%,47.2%,0.89,R16 (3x)
2017,19,3,16,15.8%,8-32,20.0%,162-222,42.2%,0-8,0.0%,19,54.4%,33.3%,4.9%,5.8%,53.5%,60.4%,41.5%,51.6%,40.9%,46.4%,0.85,R16 (2x)
2016,41,18,23,43.9%,42-49,46.2%,417-441,48.6%,4-3,57.1%,41,65.6%,31.4%,4.2%,5.2%,53.1%,65.6%,47.4%,57.0%,41.3%,49.3%,0.96,F (Istanbul)
2015,28,15,13,53.6%,34-32,51.5%,306-298,50.7%,1-2,33.3%,20,66.1%,33.2%,7.3%,6.8%,56.5%,66.7%,52.5%,60.5%,40.1%,50.1%,1.02,F (Tianjin)
2014,18,6,12,33.3%,17-27,38.6%,191-214,47.2%,1-5,16.7%,14,-,-,4.7%,7.3%,51.0%,68.2%,45.0%,56.8%,40.4%,48.7%,0.94,QF (Bucharest)
2013,7,5,2,71.4%,11-6,64.7%,85-56,60.3%,0-1,0.0%,2,-,-,5.4%,5.9%,53.2%,55.6%,52.9%,54.3%,45.0%,49.6%,0.98,QF (Budapest)
2012,4,2,2,50.0%,4-5,44.4%,42-43,49.4%,0-1,0.0%,0,,,,,,,,,,,,
2011,4,3,1,75.0%,6-2,75.0%,41-29,58.6%,1-0,100.0%,0,,,,,,,,,,,,
Career,217,92,125,42.4%,213-278,43.4%,2139-2355,47.6%,12-27,30.8%,192,60.9%,32.5%,4.5%,6.4%,54.2%,64.0%,44.9%,55.3%,41.6%,48.5%,0.93,
