Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Roland Garros R128,L vs Noskova,3.1,3.3,2.9,40.0%,43.8%,66.7%,100.0%,53.1%,11.1%,-0.5,-1.1,-4.5,-11.3
2023 Indian Wells R128,L vs Raducanu,3.5,3.3,3.9,42.2%,45.5%,18.2%,33.3%,63.0%,9.3%,-4.5,-5.6,2.5,5.1
2023 Austin R32,L vs Watson,3.2,3.1,3.2,44.8%,52.4%,23.1%,80.0%,50.2%,11.6%,5.5,5.4,-4.5,-4.5
2023 Lyon QF,L vs Parks,3.0,3.6,2.5,45.1%,43.5%,25.0%,25.0%,59.2%,24.5%,-3.0,-5.0,-3.5,-9.5
2022 US Open R128,L vs Williams,3.6,3.7,3.4,36.7%,46.7%,50.0%,44.4%,62.1%,12.5%,2.0,2.1,-3.0,-4.8
2022 Roland Garros R32,L vs Swiatek,3.8,3.7,3.9,47.1%,40.0%,36.4%,33.3%,51.8%,3.3%,-4.0,-4.6,-7.5,-8.9
2022 Miami R128,L vs Fruhvirtova,4.1,3.9,4.3,36.8%,47.4%,16.7%,42.9%,60.7%,6.1%,-11.0,-11.6,0.5,0.8
2022 Indian Wells R64,W vs Pliskova,3.9,4.2,3.5,48.7%,57.4%,50.0%,45.5%,56.9%,19.9%,15.5,9.9,3.5,3.2
2022 Lyon R32,L vs Rus,4.9,4.7,5.1,32.5%,21.1%,50.0%,16.7%,50.6%,14.6%,-0.5,-0.7,-7.0,-10.1
2022 Australian Open R32,L vs Halep,4.9,5.2,4.6,33.3%,48.0%,35.7%,28.6%,49.2%,8.4%,4.5,5.4,-7.5,-9.0
2022 Australian Open R64,W vs Raducanu,5.8,5.6,5.9,58.0%,51.9%,41.9%,54.5%,45.8%,11.5%,14.0,7.4,6.5,3.0
2021 Charleston 2 QF,W vs Rogers,3.7,3.3,4.1,54.5%,66.7%,77.8%,50.0%,46.5%,7.9%,8.0,13.3,0.5,0.7
2021 Charleston F,L vs Kudermetova,3.7,3.8,3.6,46.7%,38.7%,57.1%,50.0%,58.5%,12.5%,-5.5,-5.7,6.5,9.7
2021 Charleston R16,W vs Kvitova,3.3,2.8,3.8,55.4%,65.5%,55.6%,66.7%,45.9%,6.8%,2.0,4.0,4.0,6.0
2021 Australian Open R128,L vs Barty,4.4,4.7,4.1,21.9%,11.8%,0.0%,16.7%,47.8%,13.6%,-9.5,-19.4,-8.5,-16.7
2019 Taipei QF,W vs Okamura,3.6,2.9,4.2,72.7%,50.0%,28.6%,85.7%,53.3%,8.8%,2.0,3.6,5.5,11.5
2019 Tashkent QF,L vs Cirstea,4.4,4.9,3.8,41.0%,55.6%,58.1%,41.2%,45.8%,9.4%,7.0,4.3,2.5,1.3
2018 Lugano R32,W vs Golubic,4.8,5.1,4.6,47.5%,42.9%,57.7%,57.7%,53.9%,14.4%,11.5,6.1,9.0,5.6
2018 Shenzhen R16,L vs Sabalenka,2.5,2.5,2.5,35.5%,35.0%,33.3%,-,56.8%,15.6%,-9.5,-27.9,1.5,5.8
2018 Shenzhen R32,W vs Sakkari,3.9,3.6,4.1,52.6%,58.5%,43.5%,60.0%,57.8%,17.1%,9.0,5.7,15.0,14.7
Career (35 matches),,3.9,4.0,3.9,46.6%,48.2%,44.4%,49.3%,50.7%,12.9%,2.7,2.9,-0.5,-0.6
