Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 United Cup QF,L vs Hurkacz,49.3%,39.4%,0.0%,0/0,2.43,15.8%,39.2%,30.0%,0.0%,2.45,21.1%,81.3%,53.8%,0.0%,2.39,5.3%
2024 Brest CH R16,L vs Fonseca,54.0%,48.1%,4.0%,1/1,2.31,22.9%,50.0%,50.0%,6.3%,2.32,28.6%,61.1%,45.5%,0.0%,2.29,0.0%
2024 Queens Club R16,W vs Mpetshi Perricard,47.5%,65.5%,1.6%,1/0,2.08,57.7%,35.7%,46.7%,2.4%,2.03,83.3%,77.8%,85.7%,0.0%,2.19,0.0%
2022 Rome GA CH R32,L vs Galarneau,50.0%,36.4%,2.3%,1/0,-,0.0%,38.9%,14.3%,0.0%,-,0.0%,62.5%,46.7%,4.2%,-,0.0%
Career (4 matches),,50.0%,47.7%,1.8%,75.0%,2.32,22.2%,40.6%,37.9%,2.1%,2.32,32.0%,69.7%,58.5%,1.3%,2.32,2.1%
