Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,16,3,13,18.8%,9-28,24.3%,158-216,42.2%,3-7,30.0%,14,76.7%,11.5%,7.4%,2.8%,64.9%,71.2%,46.0%,62.4%,31.9%,47.0%,0.85
Clay,1,0,1,0.0%,1-2,33.3%,13-18,41.9%,1-0,100.0%,1,66.7%,13.3%,1.0%,2.9%,54.9%,67.9%,45.7%,57.8%,34.3%,46.3%,0.81
Grass,16,9,7,56.3%,22-19,53.7%,208-201,50.9%,3-3,50.0%,16,86.6%,14.9%,7.6%,2.5%,66.1%,70.9%,55.1%,65.5%,31.9%,49.5%,0.92
Grand Slams,4,1,3,25.0%,4-9,30.8%,62-68,47.7%,0-2,0.0%,4,82.8%,14.1%,5.2%,1.5%,68.0%,67.2%,49.3%,61.5%,31.9%,47.8%,0.83
Masters,2,0,2,0.0%,1-4,20.0%,21-28,42.9%,0-1,0.0%,2,75.0%,12.5%,9.3%,2.7%,66.0%,70.7%,39.2%,60.0%,32.5%,46.2%,0.81
Other Tours,24,10,14,41.7%,25-32,43.9%,272-304,47.2%,6-7,46.2%,24,81.5%,13.1%,7.7%,3.0%,64.0%,71.5%,52.0%,64.5%,31.7%,48.4%,0.89
Best of 5,4,1,3,25.0%,4-9,30.8%,62-68,47.7%,0-2,0.0%,4,82.8%,14.1%,5.2%,1.5%,68.0%,67.2%,49.3%,61.5%,31.9%,47.8%,0.83
Best of 3,29,11,18,37.9%,28-40,41.2%,317-367,46.3%,7-8,46.7%,27,81.3%,13.2%,7.7%,2.9%,64.5%,71.8%,51.0%,64.4%,32.0%,48.4%,0.90
Semi-finals,1,0,1,0.0%,1-2,33.3%,14-16,46.7%,0-0,-,1,86.7%,6.7%,7.9%,5.0%,69.3%,74.3%,41.9%,64.4%,25.6%,47.0%,0.72
Quarter-finals,4,1,3,25.0%,2-7,22.2%,45-55,45.0%,1-3,25.0%,4,83.3%,8.3%,6.1%,2.2%,67.7%,68.9%,57.4%,65.2%,26.5%,46.7%,0.76
vs Righties,26,9,17,34.6%,26-40,39.4%,310-353,46.8%,6-8,42.9%,25,81.6%,13.0%,7.3%,2.9%,64.9%,71.0%,50.7%,63.9%,31.6%,48.2%,0.87
vs Lefties,7,3,4,42.9%,6-9,40.0%,69-82,45.7%,1-2,33.3%,6,81.3%,15.4%,6.7%,1.5%,66.5%,70.4%,50.7%,63.8%,33.9%,48.7%,0.94
vs Top 10,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,37.5%,0.0%,5.4%,1.8%,64.3%,47.2%,45.0%,46.4%,25.0%,37.5%,0.47
