Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,5,1,4,20.0%,3-9,25.0%,58-71,45.0%,1-4,20.0%,5,75.4%,17.5%,5.8%,2.3%,64.5%,68.9%,52.1%,62.9%,34.1%,48.3%,0.92
Clay,1,0,1,0.0%,1-2,33.3%,13-18,41.9%,1-0,100.0%,1,66.7%,13.3%,1.0%,2.9%,54.9%,67.9%,45.7%,57.8%,34.3%,46.3%,0.81
Grass,6,3,3,50.0%,8-7,53.3%,73-71,50.7%,0-2,0.0%,6,81.9%,20.0%,6.8%,1.9%,68.9%,66.3%,53.0%,62.1%,34.5%,49.2%,0.91
Grand Slams,3,1,2,33.3%,3-6,33.3%,45-47,48.9%,0-2,0.0%,3,82.2%,17.8%,4.8%,1.3%,68.6%,66.2%,51.5%,61.6%,34.8%,48.6%,0.91
Other Tours,9,3,6,33.3%,9-12,42.9%,99-113,46.7%,2-4,33.3%,9,75.7%,18.4%,6.3%,2.5%,64.3%,68.1%,51.7%,62.2%,34.1%,48.5%,0.90
Best of 5,3,1,2,33.3%,3-6,33.3%,45-47,48.9%,0-2,0.0%,3,82.2%,17.8%,4.8%,1.3%,68.6%,66.2%,51.5%,61.6%,34.8%,48.6%,0.91
Best of 3,9,3,6,33.3%,9-12,42.9%,99-113,46.7%,2-4,33.3%,9,75.7%,18.4%,6.3%,2.5%,64.3%,68.1%,51.7%,62.2%,34.1%,48.5%,0.90
Quarter-finals,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,50.0%,22.2%,3.0%,4.5%,62.7%,50.0%,48.0%,49.3%,32.1%,41.7%,0.63
vs Righties,8,2,6,25.0%,8-14,36.4%,104-119,46.6%,2-4,33.3%,8,76.9%,17.4%,6.0%,2.2%,65.0%,67.4%,51.2%,61.7%,34.2%,48.2%,0.89
vs Lefties,4,2,2,50.0%,4-4,50.0%,40-41,49.4%,0-2,0.0%,4,80.0%,20.5%,5.4%,1.9%,67.4%,67.6%,52.9%,62.8%,34.5%,49.4%,0.93
