Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 United Cup QF,L vs Hurkacz,0.82,0.50,54.7,2.2,4.8%,66.7%,13.5%,70.3%,16.7%,22.6%
2024 Brest CH R16,L vs Fonseca,0.73,0.48,38.9,2.4,3.7%,63.0%,0.0%,58.3%,29.6%,21.7%
2024 Wimbledon R128,L vs Munar,1.03,0.62,33.2,2.4,4.0%,56.0%,8.3%,66.7%,24.1%,22.9%
2024 Queen's Club R16,W vs Mpetshi Perricard,1.41,3.37,40.9,2.2,22.2%,81.5%,12.5%,91.7%,33.3%,32.1%
2022 Rome CH R32,L vs Galarneau,0.95,0.39,33.6,2.2,9.5%,42.9%,5.0%,45.0%,21.7%,23.8%
2018 Great Britain F2 R32,L vs Sijsling,0.85,0.41,32.4,2.2,0.0%,38.1%,0.0%,42.1%,26.1%,31.6%
2017 Belgium F8 QF,L vs Hoang,0.95,0.89,84.2,6.9,2.0%,49.0%,2.1%,55.3%,42.3%,47.8%
2017 Spain F4 QF,L vs Travaglia,0.99,0.22,34.4,2.0,3.1%,31.3%,3.2%,58.1%,11.1%,14.3%
2015 Belgium F12 QF,L vs Hoang,1.01,0.78,53.2,2.0,12.1%,63.6%,0.0%,33.3%,32.3%,48.0%
2025 (1 matches),,0.82,0.50,54.7,2.2,4.8%,66.7%,13.5%,70.3%,16.7%,22.6%
2024 (3 matches),,1.05,0.83,36.3,2.3,7.8%,62.8%,7.5%,70.0%,28.1%,25.3%
2022 (1 matches),,0.95,0.39,33.6,2.2,9.5%,42.9%,5.0%,45.0%,21.7%,23.8%
2018 (1 matches),,0.85,0.41,32.4,2.2,0.0%,38.1%,0.0%,42.1%,26.1%,31.6%
2017 (2 matches),,0.98,0.71,67.9,3.1,2.4%,42.2%,2.6%,56.4%,34.3%,40.0%
Career (9 matches),,0.98,0.67,47.6,2.4,6.1%,55.3%,5.6%,59.5%,27.9%,31.0%
