Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,6,3,3,50.0%,1,0,1,0.0%,2024,2026,Q3,6,0.96,8.0%,3.4%,62.5%,71.3%,49.1%,63.0%,35.4%,69.6%,38.9%
Roland Garros,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2024,2025,Q3,4,0.99,5.6%,1.2%,73.6%,64.1%,52.9%,61.2%,38.5%,53.6%,37.5%
Wimbledon,4,Grass,7,3,4,42.9%,4,2,2,50.0%,2022,2025,R64,7,0.84,8.5%,3.1%,65.7%,72.7%,45.5%,63.4%,30.8%,69.8%,29.3%
US Open,2,Hard,7,4,3,57.1%,2,0,2,0.0%,2024,2025,R128,7,1.06,7.4%,4.5%,58.0%,70.4%,52.7%,62.9%,39.3%,52.3%,43.1%
Davis Cup,2,,3,1,2,33.3%,1,1,0,100.0%,2024,2025,,1,1.44,4.7%,1.6%,76.6%,81.6%,46.7%,73.4%,38.3%,66.7%,22.2%
Miami Masters,2,Hard,4,2,2,50.0%,4,1,3,25.0%,2025,2026,R128,4,1.04,8.6%,2.6%,61.8%,69.3%,52.6%,62.9%,38.4%,61.5%,40.6%
Indian Wells Masters,2,Hard,2,0,2,0.0%,0,0,0,-,2025,2026,Q1,2,0.64,1.6%,0.0%,69.4%,54.7%,47.4%,52.4%,30.6%,66.7%,66.7%
United Cup,2,Hard,5,1,4,20.0%,3,1,2,33.3%,2024,2026,QF,5,0.79,7.1%,3.4%,61.4%,71.6%,49.3%,63.0%,29.3%,58.1%,23.8%
Metz,2,Hard,2,0,2,0.0%,1,1,0,100.0%,2024,2025,Q1,2,0.77,11.5%,1.5%,64.5%,65.1%,56.3%,62.0%,29.4%,60.0%,37.5%
Shanghai Masters,2,Hard,5,2,3,40.0%,1,0,1,0.0%,2024,2025,R128,5,1.15,11.5%,1.0%,60.7%,73.7%,59.3%,68.1%,36.9%,61.1%,30.3%
Washington,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2024,2025,R64,4,1.09,9.1%,2.8%,59.7%,74.2%,48.0%,63.6%,39.6%,50.0%,37.9%
