Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 United Cup QF,L vs Hurkacz,25.3%,40.5%,59.6%,32.4%,29.6%,48.1%,68.4%,40.0%,73.7%,60.0%,0.0%,17.4%,26.1%,42.1%,42
2024 Brest CH R16,L vs Fonseca,31.4%,51.0%,42.9%,42.4%,24.3%,51.4%,46.4%,39.5%,52.6%,66.7%,25.0%,50.0%,50.0%,28.6%,-79
2024 Queens Club R16,W vs Mpetshi Perricard,49.0%,64.7%,73.1%,57.3%,41.9%,61.3%,77.8%,55.5%,84.6%,55.6%,-,60.0%,70.0%,62.5%,-79
2022 Rome GA CH R32,L vs Galarneau,19.5%,31.7%,38.5%,25.9%,38.1%,57.1%,38.5%,50.5%,36.4%,40.0%,50.0%,0.0%,7.7%,38.5%,-118
Career (4 matches),,31.1%,46.8%,54.2%,39.2%,32.2%,53.1%,59.8%,44.8%,62.9%,58.0%,22.2%,32.9%,40.0%,42.6%,93
