Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,11,5,6,45.5%,1,1,0,100.0%,2019,2025,R64,11,1.01,3.4%,7.2%,62.4%,65.0%,40.4%,55.8%,44.8%,48.2%,52.9%
Roland Garros,6,Clay,14,8,6,57.1%,4,1,3,25.0%,2019,2025,R64,14,1.09,1.7%,5.6%,69.4%,61.3%,50.6%,58.0%,45.7%,60.7%,51.6%
Wimbledon,6,Grass,9,3,6,33.3%,1,0,1,0.0%,2019,2025,R128,9,0.90,3.9%,6.5%,63.9%,64.5%,46.3%,57.9%,37.9%,66.3%,40.7%
US Open,5,Hard,14,8,6,57.1%,4,1,3,25.0%,2019,2025,R32,14,1.05,5.5%,6.5%,66.4%,68.7%,45.4%,60.9%,41.0%,60.8%,46.9%
Olympics,1,,3,2,1,66.7%,0,0,0,-,2024,2024,R16,3,1.29,4.0%,4.0%,68.2%,71.8%,47.9%,64.2%,46.0%,50.0%,37.5%
Hong Kong,3,Hard,4,1,3,25.0%,3,1,2,33.3%,2023,2025,R16,4,0.94,5.4%,4.3%,66.5%,63.2%,47.3%,57.9%,39.5%,59.4%,38.5%
Guangzhou,5,Hard,14,9,5,64.3%,1,1,0,100.0%,2018,2025,W,14,1.10,4.4%,6.4%,63.1%,66.0%,46.2%,58.7%,45.5%,55.8%,47.9%
Ningbo,3,Hard,4,1,3,25.0%,2,1,1,50.0%,2023,2025,R16,4,0.99,4.7%,4.3%,65.8%,57.4%,48.4%,54.3%,45.1%,43.8%,32.6%
Wuhan,4,Hard,8,4,4,50.0%,3,1,2,33.3%,2018,2025,R32,8,0.97,2.1%,5.3%,61.5%,61.6%,50.0%,57.1%,41.6%,51.0%,35.4%
Beijing,4,Hard,5,1,4,20.0%,2,1,1,50.0%,2019,2025,R64,5,0.95,3.7%,3.7%,63.5%,61.7%,50.0%,57.4%,40.6%,60.9%,46.9%
Valencia 125,2,Clay,6,4,2,66.7%,2,1,1,50.0%,2022,2025,F,6,1.03,1.6%,6.2%,58.1%,62.9%,46.8%,56.1%,45.1%,59.7%,50.9%
