Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Guangzhou R16,L vs Cocciaretto,19.3%,29.5%,47.7%,21.3%,36.1%,54.2%,7.1%,42.4%,25.0%,19.0%,19.0%,29.4%,0.0%,20.0%,-,52
2025 Roland Garros Q3,L vs Sierra,11.1%,20.6%,35.2%,9.8%,17.6%,34.8%,12.5%,33.3%,33.3%,20.0%,40.0%,37.5%,0.0%,0.0%,-,73
2024 Hong Kong R32,W vs Inoue,27.0%,39.7%,62.8%,38.5%,51.3%,70.8%,10.5%,60.0%,50.0%,9.5%,23.8%,52.6%,14.3%,71.4%,100.0%,-19
2024 Hua Hin R16,L vs Siegemund,21.6%,29.3%,47.1%,20.8%,30.6%,42.1%,20.7%,41.9%,50.0%,26.3%,31.6%,57.1%,33.3%,10.0%,0.0%,61
2024 Olympics R16,L vs Swiatek,23.5%,27.5%,41.0%,24.3%,29.7%,42.9%,22.2%,52.6%,33.3%,21.4%,21.4%,36.4%,0.0%,37.5%,0.0%,-104
2024 Madrid R64,L vs Swiatek,26.5%,28.6%,29.4%,21.1%,23.7%,26.7%,36.8%,57.9%,50.0%,55.6%,55.6%,50.0%,0.0%,50.0%,100.0%,115
2024 Austin F,L vs Yuan,19.1%,23.6%,42.2%,26.3%,31.6%,42.9%,21.7%,70.6%,80.0%,8.3%,12.5%,40.9%,33.3%,66.7%,33.3%,-47
2024 Hua Hin R32,W vs Wang,29.7%,45.9%,60.0%,40.0%,56.0%,60.0%,33.3%,53.8%,0.0%,9.1%,27.3%,60.0%,20.0%,33.3%,0.0%,-23
2023 Guangzhou F,W vs Linette,25.0%,37.5%,60.7%,31.0%,48.3%,65.0%,9.1%,61.1%,-,11.1%,11.1%,50.0%,66.7%,66.7%,100.0%,-14
2023 Roland Garros R128,L vs Garcia,36.4%,45.8%,48.5%,37.5%,50.0%,48.0%,37.1%,66.7%,33.3%,44.8%,48.3%,50.0%,25.0%,38.5%,100.0%,182
2023 Madrid R64,W vs Andreescu,27.8%,47.2%,52.0%,35.8%,59.3%,57.7%,12.9%,54.0%,66.7%,4.2%,12.5%,39.1%,15.4%,18.2%,0.0%,-76
2022 Australian Open R128,W vs Hruncakova,35.8%,43.4%,60.7%,44.1%,52.9%,63.2%,5.9%,41.2%,100.0%,30.8%,38.5%,55.6%,0.0%,42.9%,-,123
2021 BJK Cup RR,W vs Pattinama Kerkhove,37.8%,47.6%,52.1%,50.0%,63.5%,53.8%,54.5%,46.7%,100.0%,18.5%,22.2%,50.0%,15.4%,14.3%,-,17
2021 BJK Cup RR,W vs Rus,19.8%,30.9%,53.1%,21.8%,34.5%,51.2%,34.5%,53.8%,0.0%,16.0%,24.0%,57.1%,22.2%,31.3%,0.0%,-57
2021 Lyon R32,L vs Rus,20.6%,28.9%,41.7%,30.8%,42.3%,50.0%,47.1%,42.9%,25.0%,10.0%,15.0%,33.3%,30.4%,17.6%,0.0%,-16
2020 Acapulco SF,L vs Watson,23.2%,36.2%,48.8%,27.0%,48.6%,59.3%,62.5%,42.9%,100.0%,30.0%,35.0%,28.6%,36.4%,55.6%,-,111
2019 Miami R64,L vs Bertens,20.8%,28.3%,47.4%,19.4%,32.3%,48.0%,37.5%,86.7%,100.0%,27.8%,27.8%,46.2%,9.1%,28.6%,100.0%,115
2019 Miami R128,W vs Puig,28.3%,43.4%,55.6%,44.8%,58.6%,50.0%,40.0%,52.6%,50.0%,9.1%,27.3%,60.0%,23.1%,66.7%,-,-23
2018 Wuhan R32,L vs Kasatkina,5.8%,16.3%,46.8%,4.9%,19.7%,46.6%,14.3%,66.7%,60.0%,9.5%,9.5%,47.4%,33.3%,66.7%,50.0%,-27
Last 52 Weeks (2 matches),,15.9%,25.8%,42.0%,16.1%,27.7%,44.7%,9.6%,38.3%,30.8%,19.4%,25.8%,32.0%,0.0%,14.3%,-,58
Career (19 matches),,24.0%,34.1%,48.2%,28.1%,40.8%,49.2%,26.2%,53.6%,50.7%,19.2%,25.3%,45.9%,22.0%,36.7%,42.1%,67
