Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,7,2,5,28.6%,5-10,33.3%,62-77,44.6%,0-0,-,7,61.2%,29.2%,1.9%,5.1%,66.4%,60.3%,44.8%,55.1%,41.9%,48.2%,0.93
Grand Slams,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,55.6%,20.0%,4.2%,6.3%,58.3%,60.7%,40.0%,52.1%,40.0%,44.7%,0.83
Premiers,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,50.0%,27.3%,3.2%,3.2%,66.7%,57.1%,47.6%,54.0%,42.1%,47.5%,0.91
Internationals,3,1,2,33.3%,3-4,42.9%,29-34,46.0%,0-0,-,3,61.3%,31.3%,0.9%,5.5%,69.3%,57.6%,43.3%,53.2%,42.1%,47.8%,0.90
vs Righties,5,2,3,40.0%,5-6,45.5%,49-52,48.5%,0-0,-,5,67.3%,30.8%,1.9%,5.4%,65.2%,64.1%,44.5%,57.3%,42.3%,49.5%,0.99
vs Lefties,2,0,2,0.0%,0-4,0.0%,13-25,34.2%,0-0,-,2,44.4%,25.0%,1.7%,4.3%,69.8%,50.6%,45.7%,49.1%,40.6%,44.7%,0.80
