Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,12,3,9,25.0%,8-18,30.8%,112-137,45.0%,0-2,0.0%,12,62.5%,29.9%,2.8%,5.3%,65.7%,62.6%,44.4%,56.3%,41.6%,48.6%,0.95,R16 (Guangzhou)
2024,46,22,24,47.8%,52-54,49.1%,537-513,51.1%,9-14,39.1%,44,72.8%,29.8%,5.2%,5.4%,64.2%,66.8%,47.0%,59.7%,41.7%,50.6%,1.04,F (Austin)
2023,40,16,24,40.0%,43-53,44.8%,468-490,48.9%,6-13,31.6%,40,70.2%,27.7%,5.5%,6.4%,64.6%,67.9%,44.6%,59.7%,40.7%,50.0%,1.01,W (Guangzhou)
2022,24,13,11,54.2%,30-27,52.6%,275-277,49.8%,7-3,70.0%,23,68.3%,31.9%,5.0%,7.0%,64.7%,66.0%,42.9%,57.8%,42.3%,50.0%,1.00,SF (2x)
2021,11,4,7,36.4%,12-17,41.4%,137-154,47.1%,4-2,66.7%,11,60.8%,32.4%,4.3%,5.6%,64.1%,66.9%,47.2%,59.8%,38.0%,49.4%,0.95,
2020,9,6,3,66.7%,13-8,61.9%,112-88,56.0%,1-2,33.3%,9,74.7%,37.8%,6.5%,7.9%,61.7%,71.0%,43.5%,60.4%,44.4%,52.3%,1.12,SF (Acapulco)
2019,9,2,7,22.2%,5-14,26.3%,68-99,40.7%,1-0,100.0%,9,57.8%,22.9%,2.8%,6.9%,62.4%,58.6%,47.3%,54.3%,37.3%,46.0%,0.82,R16 (Tianjin)
2018,4,1,3,25.0%,3-6,33.3%,33-47,41.3%,0-1,0.0%,4,55.0%,28.2%,2.7%,5.4%,65.1%,51.2%,47.8%,50.0%,41.1%,45.5%,0.82,R32 (3x)
2017,2,1,1,50.0%,2-2,50.0%,17-21,44.7%,1-0,100.0%,2,57.9%,27.8%,0.8%,1.6%,64.8%,61.7%,43.2%,55.2%,43.8%,49.4%,0.98,R16 (Tianjin)
Career,157,68,89,43.3%,168-199,45.8%,1759-1826,49.1%,29-37,43.9%,154,68.5%,29.8%,4.9%,6.1%,64.3%,66.2%,45.4%,58.8%,41.1%,49.8%,1.00,
