Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Tabarka R16,L vs Fita Boluda,67% (6/9),50% (3/6),1/5,75% (6/8),0% (0/6),1/3,0/0,1/2,0/0,1/1
2019 W15 Tabarka R32,W vs Rusova,71% (5/7),100% (5/5),0/0,29% (2/7),100% (2/2),4/4,1/1,0/0,1/1,0/0
2019 W15 Tabarka R32,L vs Visscher,22% (2/9),100% (2/2),1/5,89% (8/9),13% (1/8),0/2,0/0,0/3,0/0,0/1
2019 W25 Nonthaburi Q1,W vs Tumthong,30% (3/10),100% (3/3),1/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2019 W25 Namangan Q1,W vs Maslenkova,75% (6/8),100% (6/6),1/1,14% (1/7),0% (0/1),4/5,1/2,0/0,0/1,0/0
2019 W15 Antalya R32,L vs Milenkovic,33% (4/12),75% (3/4),1/5,54% (7/13),14% (1/7),2/3,1/1,0/1,0/0,0/1
2019 W15 Antalya R32,L vs Vanlangendonck,80% (8/10),75% (6/8),3/6,80% (8/10),0% (0/8),2/6,0/0,1/3,0/0,0/1
2018 Mumbai Q1,L vs Kuwata,25% (2/8),50% (1/2),1/4,63% (5/8),0% (0/5),0/1,0/0,1/2,0/0,0/1
2017 Pune $25K R32,L vs Tan,0% (0/7),- (0/0),0/5,71% (5/7),0% (0/5),0/0,0/0,0/0,0/0,0/0
2017 Anning $15K R32,L vs Mu,20% (2/10),100% (2/2),1/4,44% (4/9),0% (0/4),2/2,0/1,1/1,0/0,0/0
2017 Aurangabad $15K R32,L vs Jain,0% (0/7),- (0/0),0/5,86% (6/7),17% (1/6),0/0,0/0,1/1,0/0,0/0
2017 Cairo $15K QF,L vs Giangreco Campiz,38% (3/8),33% (1/3),0/4,67% (6/9),17% (1/6),0/1,0/0,0/1,0/0,0/1
2017 Cairo $15K QF,L vs Karregat,29% (2/7),50% (1/2),1/4,88% (7/8),14% (1/7),0/1,0/0,0/2,0/0,0/1
2017 Cairo $15K R16,W vs Mihalikova,58% (7/12),100% (7/7),3/6,69% (9/13),33% (3/9),5/7,2/2,1/1,1/1,0/0
2017 Sharm El Sheikh $15K R32,L vs Malmqvist,10% (1/10),100% (1/1),1/3,44% (4/9),25% (1/4),1/1,0/0,2/2,0/0,1/1
2017 Sharm El Sheikh $15K R32,L vs Webley Smith,13% (1/8),100% (1/1),0/5,71% (5/7),0% (0/5),0/1,0/0,1/1,0/0,0/0
2017 Gwalior $15K R16,L vs Kalva,67% (6/9),50% (3/6),2/5,88% (7/8),14% (1/7),1/3,0/0,0/1,0/0,0/0
2017 Gwalior $15K R32,W vs Banerjee,71% (5/7),100% (5/5),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,1/1,0/0
2016 Pune $10K F,W vs Yadav,70% (7/10),86% (6/7),2/3,30% (3/10),0% (0/3),2/4,0/1,0/0,0/0,0/0
2016 Pune $10K QF,W vs Bhatia,75% (6/8),100% (6/6),2/3,56% (5/9),40% (2/5),3/5,1/2,0/0,1/1,0/0
2019 (7 matches),,52.3%,82.4%,34.8%,53.1%,14.7%,61.5%,83.3%,22.2%,66.7%,25.0%
2018 (1 matches),,25.0%,50.0%,25.0%,62.5%,0.0%,0.0%,-,50.0%,-,0.0%
2017 (10 matches),,31.8%,77.8%,19.5%,63.1%,15.1%,65.0%,75.0%,60.0%,100.0%,33.3%
2016 (11 matches),,56.8%,90.5%,47.6%,51.8%,17.5%,64.0%,69.2%,50.0%,71.4%,50.0%
2015 (8 matches),,52.4%,74.4%,42.1%,35.8%,17.2%,66.7%,87.5%,55.6%,100.0%,50.0%
Career (54 matches),,49.9%,79.9%,36.6%,50.6%,15.6%,61.1%,66.7%,46.0%,68.2%,45.0%
