Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2008,,,,,,,,,,,939,25,,
2003,,,,,,,,,,,99,562,71,1591
2002,730,15,,,,,,,,,62,900,63,1611
2001,323,98,,,,,,,,,14,2570,,
2000,112,349,129,1654,131,1587,101,1656,95,1576,37,1465,,
1999,55,814,80,1766,76,1704,71,1729,70,1634,17,2318,,
1998,73,675,76,1766,55,1742,92,1697,64,1629,52,1150,,
1997,49,843,56,1813,48,1780,62,1767,52,1656,75,887,,
1996,106,453,126,1695,100,1681,133,1632,86,1615,54,1145,,
1995,76,,92,1764,79,1717,107,1694,78,1627,42,1356,,
1994,78,,110,1733,80,1727,109,1674,113,1568,163,398,,
1993,91,,79,1790,62,1761,77,1732,93,1603,224,242,,
1992,45,,70,1806,53,1777,70,1744,77,1644,527,35,,
1991,106,,108,1721,106,1682,110,1673,126,1565,604,27,,
1990,131,,103,1710,91,1667,104,1641,93,1568,248,149,,
1989,137,,79,1767,66,1717,,,74,1628,481,,,
1988,96,,127,1664,85,1676,145,1545,,,487,,,
1987,377,,,,,,,,,,529,,,
