Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,313,146,167,46.6%,364-408,47.2%,3662-3727,49.6%,50-66,43.1%,259,74.8%,25.1%,4.8%,4.7%,61.5%,68.0%,49.8%,61.0%,38.4%,49.7%,0.98
Clay,108,49,59,45.4%,120-150,44.4%,1210-1295,48.3%,14-17,45.2%,99,69.4%,28.5%,4.1%,4.3%,61.6%,65.5%,46.5%,58.2%,40.5%,49.4%,0.97
Grass,41,14,27,34.1%,49-72,40.5%,555-633,46.7%,8-9,47.1%,33,73.9%,21.6%,5.3%,7.2%,60.2%,70.6%,45.4%,60.6%,37.6%,48.9%,0.95
Carpet,72,31,41,43.1%,76-94,44.7%,816-839,49.3%,8-16,33.3%,66,76.9%,21.3%,6.4%,4.7%,61.6%,68.8%,50.0%,61.6%,36.9%,49.6%,0.96
Grand Slams,75,29,46,38.7%,116-170,40.6%,1291-1438,47.3%,10-25,28.6%,61,73.9%,24.2%,4.4%,4.4%,63.4%,69.0%,44.8%,60.1%,37.7%,48.8%,0.95
Masters,62,24,38,38.7%,62-82,43.1%,677-714,48.7%,5-13,27.8%,55,73.6%,24.7%,5.3%,5.5%,60.3%,67.2%,49.7%,60.2%,38.4%,49.3%,0.96
Other Tours,397,187,210,47.1%,431-472,47.7%,4275-4342,49.6%,65-70,48.1%,341,73.9%,25.3%,5.0%,4.9%,61.0%,67.5%,49.7%,60.5%,38.9%,49.8%,0.99
Best of 5,76,30,46,39.5%,119-170,41.2%,1309-1442,47.6%,10-25,28.6%,62,74.0%,24.7%,4.4%,4.4%,63.5%,69.0%,44.8%,60.2%,37.9%,49.0%,0.95
Best of 3,458,210,248,45.9%,490-554,46.9%,4934-5052,49.4%,70-83,45.8%,395,73.8%,25.1%,5.1%,5.0%,60.8%,67.4%,49.7%,60.5%,38.8%,49.7%,0.98
Finals,6,2,4,33.3%,6-9,40.0%,67-68,49.6%,0-1,0.0%,5,70.7%,34.5%,2.1%,5.3%,63.0%,65.6%,54.0%,61.3%,42.9%,51.7%,1.11
Semi-finals,15,6,9,40.0%,11-21,34.4%,128-158,44.8%,3-1,75.0%,12,66.4%,25.8%,4.6%,5.6%,61.8%,65.4%,43.5%,57.0%,37.9%,47.8%,0.88
Quarter-finals,46,15,31,32.6%,37-66,35.9%,461-544,45.9%,16-6,72.7%,39,71.1%,18.6%,4.2%,4.1%,61.0%,64.1%,49.6%,58.5%,35.7%,47.6%,0.86
vs Righties,459,202,257,44.0%,512-628,44.9%,5333-5588,48.8%,70-97,41.9%,389,73.6%,25.0%,4.9%,4.8%,61.3%,67.8%,48.6%,60.4%,38.6%,49.5%,0.97
vs Lefties,74,37,37,50.0%,95-96,49.7%,898-905,49.8%,10-11,47.6%,68,75.2%,24.8%,5.1%,5.1%,62.3%,67.9%,48.9%,60.8%,38.4%,49.7%,0.98
vs Top 10,50,3,47,6.0%,23-105,18.0%,507-742,40.6%,6-15,28.6%,48,67.7%,14.9%,3.7%,4.7%,61.1%,63.6%,47.2%,57.3%,32.6%,45.3%,0.76
