Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,3,0,3,0.0%,1-6,14.3%,24-41,36.9%,0-1,0.0%,3,59.4%,15.6%,0.9%,3.2%,64.8%,57.1%,48.7%,54.2%,35.0%,44.9%,0.76,R32 (2x)
2022,5,0,5,0.0%,1-9,10.0%,37-58,38.9%,1-1,50.0%,5,59.3%,23.2%,1.1%,4.8%,62.4%,61.1%,40.6%,53.4%,37.9%,45.4%,0.81,R32 (4x)
2019,2,0,2,0.0%,1-4,20.0%,23-30,43.4%,0-0,-,2,73.1%,14.8%,2.9%,7.4%,66.9%,65.8%,46.6%,59.4%,32.5%,46.4%,0.80,R32 (2x)
Career,10,0,10,0.0%,3-19,13.6%,84-129,39.4%,1-2,33.3%,10,62.5%,19.1%,1.5%,5.0%,64.2%,61.1%,44.2%,55.0%,35.9%,45.5%,0.80,
