Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2023,Q1,2,0.76,0.0%,2.4%,72.2%,58.2%,40.0%,53.2%,35.5%,57.9%,42.9%
Roland Garros,3,Clay,6,3,3,50.0%,0,0,0,-,2019,2023,R128,6,0.90,2.8%,4.3%,72.1%,57.4%,41.8%,53.1%,42.0%,55.3%,48.6%
Wimbledon,3,Grass,3,0,3,0.0%,0,0,0,-,2019,2023,R128,3,0.63,0.7%,3.4%,63.9%,55.3%,39.6%,49.7%,31.8%,33.3%,33.3%
US Open,3,Hard,3,0,3,0.0%,1,0,1,0.0%,2019,2023,Q1,3,0.70,4.8%,5.9%,60.4%,57.5%,40.5%,50.8%,34.6%,61.3%,19.0%
Valencia 125,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2023,2025,R32,2,0.76,3.3%,4.1%,61.5%,48.0%,42.6%,45.9%,41.1%,38.9%,46.2%
Bari 125,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2022,2023,R32,2,0.88,1.8%,6.7%,66.9%,47.7%,37.0%,44.2%,49.2%,42.3%,40.0%
Gaiba 125,2,Grass,4,2,2,50.0%,0,0,0,-,2022,2023,QF,4,0.95,0.8%,2.9%,64.3%,62.6%,51.2%,58.5%,39.4%,43.8%,47.6%
Bogota,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2022,2023,R32,2,0.91,0.0%,6.8%,56.8%,65.1%,38.1%,53.4%,42.5%,65.4%,33.3%
Lausanne,2,Clay,2,0,2,0.0%,1,1,0,100.0%,2019,2022,R32,2,0.88,3.8%,5.3%,63.2%,65.9%,49.4%,59.8%,35.5%,64.0%,26.1%
Lugano,2,Clay,2,0,2,0.0%,0,0,0,-,2018,2019,R32,2,0.73,0.8%,10.5%,66.1%,56.1%,35.7%,49.2%,37.0%,47.4%,38.5%
