Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,14,8,6,57.1%,8,3,5,37.5%,2020,2026,R64,14,0.98,8.4%,3.7%,63.1%,70.4%,49.3%,62.7%,36.6%,59.4%,38.7%
Roland Garros,4,Clay,9,5,4,55.6%,4,2,2,50.0%,2021,2025,R64,9,0.96,4.2%,2.9%,62.5%,65.2%,48.9%,59.1%,39.1%,54.9%,43.7%
Wimbledon,4,Grass,8,4,4,50.0%,11,5,6,45.5%,2021,2024,R32,8,0.99,8.9%,4.0%,63.3%,75.7%,51.8%,66.9%,32.8%,74.2%,45.2%
US Open,5,Hard,6,1,5,16.7%,4,0,4,0.0%,2021,2025,R64,6,0.92,9.8%,6.3%,58.8%,73.8%,41.4%,60.5%,36.4%,57.4%,40.4%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.64,10.5%,0.0%,73.7%,64.3%,45.0%,59.2%,26.2%,80.0%,0.0%
Davis Cup,5,,12,6,6,50.0%,5,1,4,20.0%,2020,2026,,9,1.08,14.3%,3.2%,66.0%,75.7%,51.1%,67.3%,35.4%,67.4%,29.7%
Miami Masters,5,Hard,12,7,5,58.3%,5,1,4,20.0%,2021,2026,R32,12,0.98,10.2%,3.0%,67.5%,72.3%,51.4%,65.5%,33.8%,69.4%,35.7%
Indian Wells Masters,5,Hard,16,11,5,68.8%,5,4,1,80.0%,2021,2026,R16,16,1.12,8.7%,3.8%,62.3%,75.1%,53.0%,66.8%,37.2%,69.0%,43.8%
Santiago,7,Clay,20,13,7,65.0%,6,3,3,50.0%,2020,2026,F,20,1.13,7.4%,2.8%,63.1%,69.8%,53.9%,64.0%,40.6%,55.6%,41.7%
Rio de Janeiro,2,Clay,6,4,2,66.7%,4,2,2,50.0%,2025,2026,F,6,1.25,6.1%,1.6%,64.5%,77.1%,51.9%,68.2%,39.6%,59.4%,38.8%
Buenos Aires,5,Clay,8,3,5,37.5%,2,1,1,50.0%,2021,2026,QF,8,0.91,4.1%,3.0%,64.4%,68.6%,47.7%,61.2%,35.2%,56.0%,45.9%
Auckland,3,Hard,10,8,2,80.0%,1,1,0,100.0%,2024,2026,W,9,1.36,14.3%,2.0%,65.8%,79.0%,55.7%,71.0%,39.5%,70.6%,49.1%
