Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,24,12,12,50.0%,27-31,46.6%,292-289,50.3%,3-8,27.3%,24,86.5%,14.2%,9.7%,1.9%,68.3%,73.1%,51.7%,66.4%,32.2%,49.7%,0.96
Clay,18,12,6,66.7%,29-21,58.0%,262-232,53.0%,3-5,37.5%,17,81.4%,23.6%,5.2%,2.0%,63.3%,71.6%,53.8%,65.0%,37.8%,51.3%,1.08
Grand Slams,4,1,3,25.0%,3-11,21.4%,58-78,42.6%,0-2,0.0%,4,75.0%,10.6%,5.1%,2.1%,62.5%,64.7%,54.0%,60.7%,29.6%,46.1%,0.75
Masters,13,7,6,53.8%,16-15,51.6%,151-146,50.8%,0-2,0.0%,13,81.9%,19.9%,6.5%,2.6%,66.2%,70.4%,49.8%,63.5%,35.4%,49.8%,0.97
Other Tours,24,15,9,62.5%,35-25,58.3%,327-284,53.5%,6-8,42.9%,24,87.4%,19.3%,8.9%,1.6%,67.0%,75.2%,53.9%,68.2%,35.5%,51.7%,1.12
Best of 5,4,1,3,25.0%,3-11,21.4%,58-78,42.6%,0-2,0.0%,4,75.0%,10.6%,5.1%,2.1%,62.5%,64.7%,54.0%,60.7%,29.6%,46.1%,0.75
Best of 3,38,23,15,60.5%,53-41,56.4%,496-443,52.8%,6-11,35.3%,37,85.6%,19.5%,8.1%,2.0%,66.7%,73.6%,52.5%,66.6%,35.5%,51.1%,1.06
Finals,2,1,1,50.0%,3-3,50.0%,31-31,50.0%,1-1,50.0%,2,83.9%,13.8%,10.0%,0.9%,67.0%,70.1%,46.1%,62.2%,33.9%,49.5%,0.90
Semi-finals,2,2,0,100.0%,4-0,100.0%,25-16,61.0%,1-0,100.0%,2,95.0%,25.0%,12.6%,0.0%,71.8%,85.1%,65.5%,79.6%,38.1%,57.5%,1.87
Quarter-finals,4,2,2,50.0%,5-6,45.5%,56-53,51.4%,1-2,33.3%,4,83.0%,20.8%,7.9%,1.9%,67.7%,72.0%,53.9%,66.1%,36.6%,50.6%,1.08
vs Righties,38,20,18,52.6%,48-50,49.0%,493-481,50.6%,5-12,29.4%,38,83.9%,17.5%,7.9%,2.1%,65.9%,72.3%,53.0%,65.8%,34.2%,50.1%,1.00
vs Lefties,2,2,0,100.0%,4-1,80.0%,31-24,56.4%,1-0,100.0%,2,85.7%,23.1%,3.8%,1.1%,68.8%,71.1%,46.6%,63.4%,39.6%,52.1%,1.08
vs Top 10,5,2,3,40.0%,4-8,33.3%,56-67,45.5%,1-3,25.0%,5,85.0%,6.8%,8.2%,2.0%,68.3%,71.0%,50.8%,64.6%,27.1%,47.0%,0.77
