Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),39,1118,47,1813,53,1747,35,1772,,,,,,
2025,82,717,55,1782,61,1730,45,1730,,,,,,
2024,23,1943,54,1785,66,1715,46,1737,42,1694,148,490,,
2023,85,707,121,1649,106,1625,114,1615,137,1516,,,,
2022,100,567,99,1698,111,1623,78,1672,113,1554,,,,
2021,139,505,129,1657,121,1605,112,1620,155,1503,,,,
2020,169,382,140,1594,144,1540,128,1563,,,,,,
2019,213,233,316,1427,320,1371,252,1434,,,519,74,,
2018,,,,,,,,,,,640,15,,
2017,838,19,,,,,,,,,465,113,,
2016,604,50,,,,,,,,,700,68,,
2015,1147,8,,,,,,,,,1402,12,,
2014,1436,3,,,,,,,,,1280,15,,
2013,1790,1,,,,,,,,,,,,
