Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,82,38,44,46.3%,94-112,45.6%,1020-1037,49.6%,15-27,35.7%,81,81.8%,17.4%,10.3%,3.2%,65.1%,72.7%,49.9%,64.8%,34.7%,49.9%,0.98
Clay,66,37,29,56.1%,91-72,55.8%,820-754,52.1%,11-14,44.0%,63,77.6%,25.5%,5.9%,2.9%,63.4%,70.2%,49.4%,62.6%,38.8%,50.8%,1.04
Grass,14,8,6,57.1%,21-19,52.5%,202-199,50.4%,6-3,66.7%,14,86.5%,13.4%,9.3%,4.0%,63.8%,77.4%,48.4%,66.9%,31.7%,49.7%,0.96
Grand Slams,18,6,12,33.3%,24-45,34.8%,320-369,46.4%,5-11,31.3%,18,77.6%,15.3%,8.4%,3.5%,63.3%,71.0%,48.1%,62.6%,33.3%,48.4%,0.89
Masters,42,23,19,54.8%,53-44,54.6%,490-472,50.9%,10-7,58.8%,42,82.2%,18.6%,7.6%,3.2%,63.7%,72.4%,49.9%,64.2%,35.9%,50.4%,1.00
Other Tours,90,48,42,53.3%,113-99,53.3%,1072-1008,51.5%,16-22,42.1%,89,80.3%,22.5%,8.4%,3.0%,64.8%,72.2%,49.8%,64.3%,37.0%,50.7%,1.04
Best of 5,18,6,12,33.3%,24-45,34.8%,320-369,46.4%,5-11,31.3%,18,77.6%,15.3%,8.4%,3.5%,63.3%,71.0%,48.1%,62.6%,33.3%,48.4%,0.89
Best of 3,144,77,67,53.5%,182-158,53.5%,1722-1621,51.5%,27-33,45.0%,140,81.3%,21.0%,8.5%,3.1%,64.6%,72.5%,49.9%,64.5%,36.5%,50.6%,1.03
Finals,6,3,3,50.0%,9-7,56.3%,79-76,51.0%,1-1,50.0%,6,78.5%,21.6%,8.7%,1.7%,63.8%,67.8%,45.2%,59.7%,38.0%,49.9%,0.94
Semi-finals,9,6,3,66.7%,14-8,63.6%,120-104,53.6%,3-1,75.0%,9,81.1%,24.8%,7.5%,3.4%,65.3%,74.9%,50.6%,66.5%,38.1%,52.2%,1.14
Quarter-finals,13,9,4,69.2%,18-11,62.1%,155-129,54.6%,3-3,50.0%,12,83.0%,25.5%,7.8%,2.4%,64.7%,71.7%,51.1%,64.4%,38.5%,51.4%,1.08
vs Righties,150,73,77,48.7%,187-195,49.0%,1892-1873,50.3%,30-42,41.7%,148,80.6%,19.4%,8.6%,3.2%,64.4%,72.2%,49.5%,64.1%,35.6%,50.0%,0.99
vs Lefties,9,7,2,77.8%,13-7,65.0%,108-95,53.2%,2-1,66.7%,8,78.8%,27.7%,6.4%,2.4%,63.3%,71.3%,50.6%,63.7%,41.2%,52.2%,1.14
vs Top 10,13,3,10,23.1%,8-22,26.7%,133-166,44.5%,1-7,12.5%,13,80.1%,10.3%,8.1%,3.1%,65.5%,70.3%,48.5%,62.8%,28.9%,46.8%,0.78
