Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R64,L vs Medvedev,1.9%,100.0%,13.0%,71.4%,7.9%,7.4%,4.2%,1.9%,12.5%,1.9%,25.0%,-32,-72
2026 Rio de Janeiro F,L vs Etcheverry,2.1%,0.0%,9.0%,73.7%,9.4%,12.9%,9.4%,5.9%,8.3%,3.6%,0.0%,-90,-84
2026 Buenos Aires R16,W vs Fonseca,1.3%,100.0%,11.3%,76.2%,17.6%,26.9%,8.3%,10.1%,18.2%,1.6%,40.0%,3,-10
2025 Athens R16,L vs Djokovic,3.4%,100.0%,9.9%,66.7%,7.2%,13.8%,0.0%,9.0%,0.0%,1.7%,0.0%,-75,-61
2025 Chengdu F,W vs Musetti,3.6%,75.0%,18.6%,78.9%,12.6%,21.8%,4.3%,9.1%,16.7%,1.7%,33.3%,35,26
2025 Roland Garros R128,W vs Cazaux,4.0%,100.0%,12.4%,67.6%,13.9%,15.3%,7.4%,5.3%,11.1%,1.7%,11.1%,-43,-34
2025 Monte Carlo R32,W vs Djokovic,1.8%,100.0%,15.7%,72.2%,15.6%,22.7%,7.1%,9.3%,33.3%,4.6%,20.0%,-51,-41
2025 Monte Carlo R64,W vs Wawrinka,6.1%,66.7%,14.8%,68.8%,11.8%,18.5%,7.1%,10.1%,7.7%,3.9%,20.0%,-60,-38
2025 Miami R32,L vs Ruud,3.0%,100.0%,14.7%,60.0%,6.7%,9.7%,0.0%,6.8%,9.1%,1.3%,66.7%,-98,-86
2025 Auckland R16,L vs Basavareddy,5.2%,80.0%,12.6%,53.8%,18.0%,25.9%,0.0%,7.9%,40.0%,2.0%,16.7%,5,33
2024 Paris R32,L vs Tsitsipas,2.3%,0.0%,5.6%,33.3%,18.4%,33.3%,0.0%,6.3%,33.3%,1.7%,0.0%,52,3
2024 Canada R16,L vs Sinner,6.2%,75.0%,15.7%,50.0%,14.3%,28.6%,0.0%,12.5%,0.0%,3.9%,16.7%,82,29
2024 Canada R32,W vs Sonego,0.0%,-,10.2%,72.7%,27.5%,60.0%,100.0%,18.2%,25.0%,0.8%,0.0%,72,8
2024 Mallorca F,W vs Ofner,0.0%,-,5.2%,83.3%,12.2%,33.3%,0.0%,6.4%,50.0%,4.9%,0.0%,-119,-39
2024 Rome SF,L vs Zverev,8.9%,71.4%,12.6%,66.7%,14.0%,21.2%,18.2%,8.8%,36.4%,6.0%,43.8%,45,51
2024 Rome QF,W vs Zhang,3.5%,100.0%,10.5%,84.6%,20.4%,23.1%,0.0%,18.5%,50.0%,5.7%,10.0%,-20,1
2024 Rome R16,W vs Khachanov,5.5%,100.0%,10.1%,44.4%,8.9%,14.3%,11.1%,7.9%,23.1%,5.3%,38.9%,-50,-25
2024 Rome R32,W vs Djokovic,5.3%,100.0%,13.8%,61.5%,24.5%,25.0%,0.0%,17.9%,33.3%,3.9%,20.0%,18,20
2024 Monte Carlo R32,L vs Ruud,4.9%,66.7%,9.5%,45.5%,15.9%,28.6%,0.0%,11.1%,33.3%,1.8%,0.0%,38,-8
2024 Miami R128,W vs Nakashima,1.2%,100.0%,6.7%,91.7%,12.0%,7.7%,0.0%,14.3%,25.0%,3.9%,33.3%,-6,7
Career (31 matches),,3.5%,73.5%,11.5%,66.1%,13.2%,19.2%,7.9%,9.0%,21.6%,3.1%,18.8%,-26,-19
