Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Eastbourne R32,L vs Andreescu,71.8%,48.2%,7.7%,5/1,2.59,0.0%,76.0%,42.1%,6.0%,2.71,0.0%,75.0%,61.1%,12.5%,2.28,0.0%
2021 Nottingham R32,L vs Garcia Perez,67.5%,48.1%,3.4%,2/2,2.54,0.9%,58.4%,37.8%,2.6%,2.51,0.0%,85.0%,61.8%,5.0%,2.64,4.5%
2020 Roland Garros R128,W vs Muchova,87.5%,57.1%,7.8%,4/1,2.35,4.8%,89.7%,57.1%,10.3%,2.35,2.9%,91.3%,57.1%,4.3%,2.34,14.3%
2019 Beijing R32,L vs Wozniacki,84.2%,39.6%,3.5%,2/0,2.41,4.8%,82.4%,42.9%,2.9%,2.41,8.3%,95.2%,35.0%,4.8%,2.42,0.0%
2019 Washington R16,L vs Mcnally,65.4%,61.4%,5.6%,4/2,2.29,9.1%,60.4%,65.6%,5.7%,2.02,11.1%,82.6%,57.9%,6.5%,2.56,7.1%
2018 Miami R32,L vs Muguruza,61.0%,32.0%,22.0%,2/7,-,0.0%,65.4%,29.4%,23.1%,-,0.0%,66.7%,37.5%,25.0%,-,0.0%
2017 Dubai R16,L vs Svitolina,77.3%,41.2%,0.0%,0/0,2.27,3.8%,76.9%,40.0%,0.0%,2.20,4.0%,93.3%,42.9%,0.0%,2.39,3.6%
2016 Tokyo F,W vs Siniakova,78.2%,60.5%,5.5%,4/2,2.68,17.1%,77.9%,60.4%,1.5%,2.45,31.6%,84.6%,60.6%,12.8%,2.97,0.0%
2016 Tokyo QF,W vs Golubic,88.1%,43.2%,6.0%,5/0,2.35,28.6%,89.1%,46.9%,1.8%,2.33,49.1%,92.6%,36.0%,14.8%,2.39,0.0%
2016 Washington R64,W vs Niculescu,76.8%,51.2%,1.8%,0/1,2.61,47.6%,75.0%,48.1%,0.0%,2.34,60.9%,100.0%,56.3%,6.3%,2.93,31.6%
2016 Miami R128,W vs Doi,73.3%,47.0%,0.0%,0/0,2.47,11.8%,68.6%,45.7%,0.0%,2.66,26.1%,83.8%,48.4%,0.0%,2.30,0.0%
2016 Australian Open R128,L vs Radwanska,71.9%,65.9%,7.0%,4/0,2.55,6.7%,66.7%,54.5%,0.0%,2.64,14.3%,82.6%,78.9%,17.4%,2.47,0.0%
2015 Tokyo R16,W vs Ozaki,88.1%,66.1%,3.0%,2/0,2.68,1.7%,89.6%,65.1%,0.0%,2.74,2.6%,94.1%,68.8%,11.8%,2.57,0.0%
2015 Rome QF,L vs Saville,79.3%,47.8%,3.4%,0/2,2.49,9.1%,86.0%,48.6%,0.0%,2.62,10.5%,69.2%,44.4%,15.4%,2.30,7.1%
2015 Charleston R64,L vs Kovinic,65.5%,42.1%,8.6%,1/4,2.50,1.9%,62.9%,36.4%,2.9%,2.50,2.7%,84.2%,50.0%,21.1%,2.50,0.0%
2014 Cincinnati R32,L vs Ivanovic,66.7%,56.3%,8.3%,3/1,2.73,5.0%,58.3%,71.4%,0.0%,2.74,8.0%,75.0%,44.4%,16.7%,2.73,0.0%
2014 Australian Open R64,L vs Wozniacki,73.8%,50.0%,4.6%,2/1,2.81,1.9%,74.5%,51.4%,0.0%,3.03,3.8%,92.9%,46.2%,21.4%,2.58,0.0%
2012 Olympics R64,L vs Ivanovic,69.4%,46.5%,4.8%,3/0,2.34,3.6%,65.8%,36.0%,5.3%,2.22,5.4%,85.7%,61.1%,4.8%,2.61,0.0%
Career (18 matches),,74.8%,50.9%,5.1%,64.2%,2.50,8.9%,73.8%,49.2%,3.0%,2.49,12.5%,85.4%,53.5%,9.6%,2.53,3.2%
