Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2021 Eastbourne R32,L vs Andreescu,4.0,3.9,4.1,48.4%,46.7%,27.3%,52.9%,51.7%,16.8%,3.5,3.1,-1.0,-1.0
2021 Nottingham R32,L vs Garcia Perez,4.8,5.4,4.1,43.9%,46.4%,54.1%,62.5%,63.5%,16.5%,14.5,5.3,5.5,3.8
2020 Roland Garros R128,W vs Muchova,4.8,4.2,5.4,61.7%,63.0%,36.8%,60.0%,44.3%,9.9%,8.5,8.4,5.5,4.5
2019 Beijing R32,L vs Wozniacki,5.4,4.7,6.0,38.8%,54.8%,35.7%,27.8%,47.6%,14.3%,0.0,0.0,-6.0,-5.0
2019 Washington R16,L vs Mcnally,3.3,3.2,3.4,50.9%,51.1%,42.1%,42.9%,61.1%,12.0%,2.0,1.5,-2.5,-3.0
2018 Miami R32,L vs Muguruza,3.7,3.6,3.8,44.1%,31.0%,30.8%,25.0%,58.8%,12.7%,-10.0,-11.4,-4.5,-8.7
2017 Dubai R16,L vs Svitolina,6.8,6.9,6.6,43.0%,30.0%,45.5%,57.1%,58.9%,10.5%,-2.0,-0.6,-2.5,-1.2
2016 Tokyo F,W vs Siniakova,4.7,4.5,4.9,50.5%,51.0%,48.3%,56.5%,52.7%,26.5%,12.0,5.9,-3.5,-2.4
2016 Tokyo QF,W vs Golubic,5.7,5.4,6.1,52.2%,48.1%,41.4%,57.5%,59.7%,14.7%,0.5,0.2,5.0,2.8
2016 Washington R64,W vs Niculescu,5.2,4.8,5.7,51.9%,46.4%,45.5%,71.4%,64.4%,18.9%,9.5,5.8,-4.5,-5.9
2016 Miami R128,W vs Doi,4.2,4.0,4.3,54.2%,63.9%,55.2%,46.7%,48.4%,6.7%,16.0,11.3,-12.0,-8.4
2016 Australian Open R128,L vs Radwanska,5.3,5.0,5.7,36.2%,43.8%,52.9%,56.3%,52.9%,23.6%,4.0,3.0,2.0,2.2
2015 Tokyo R16,W vs Ozaki,6.7,7.0,6.4,54.8%,54.1%,68.0%,48.5%,62.8%,8.9%,9.0,3.4,2.0,1.4
2015 Rome QF,L vs Saville,4.8,5.1,4.3,49.2%,44.9%,34.8%,36.4%,49.3%,6.0%,-3.5,-2.6,-6.0,-4.5
2015 Charleston R64,L vs Kovinic,4.1,4.6,3.6,37.7%,34.5%,52.9%,60.0%,54.9%,10.8%,0.0,0.0,-5.0,-6.5
2014 Cincinnati R32,L vs Ivanovic,3.8,3.3,4.4,32.3%,39.1%,54.5%,77.8%,56.0%,15.1%,1.0,1.1,3.5,5.6
2014 Australian Open R64,L vs Wozniacki,4.8,4.8,4.9,40.6%,54.2%,55.6%,50.0%,59.9%,14.3%,1.5,0.9,-4.0,-4.2
2012 Olympics R64,L vs Ivanovic,3.8,3.8,3.8,45.9%,46.2%,46.2%,55.6%,60.7%,28.6%,4.5,3.8,3.5,5.9
Career (18 matches),,4.8,4.8,4.8,46.8%,47.5%,47.3%,54.4%,56.6%,14.5%,3.9,2.4,-1.4,-1.2
