Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Eastbourne R32,L vs Andreescu,0.0%,-,3.0%,100.0%,9.4%,8.6%,0.0%,7.2%,30.0%,0.7%,50.0%,-44,-15
2021 Nottingham R32,L vs Garcia Perez,0.0%,-,10.9%,81.5%,14.3%,17.2%,25.0%,7.4%,16.3%,0.8%,50.0%,-3,-18
2020 Roland Garros R128,W vs Muchova,0.0%,-,9.9%,75.0%,10.1%,11.4%,0.0%,4.7%,21.4%,0.4%,0.0%,-106,-80
2019 Beijing R32,L vs Wozniacki,0.0%,-,8.0%,100.0%,11.0%,19.4%,0.0%,5.8%,15.8%,0.0%,-,-11,-7
2019 Washington R16,L vs Mcnally,0.0%,-,3.2%,50.0%,12.4%,15.6%,0.0%,12.3%,30.4%,0.4%,0.0%,18,47
2018 Miami R32,L vs Muguruza,0.0%,-,1.0%,0.0%,2.5%,6.1%,0.0%,6.3%,18.2%,0.0%,-,-88,-71
2017 Dubai R16,L vs Svitolina,0.0%,-,4.9%,88.9%,5.4%,7.5%,12.5%,5.5%,15.6%,0.2%,0.0%,-58,-60
2016 Tokyo F,W vs Siniakova,0.0%,-,4.4%,88.9%,10.6%,20.5%,0.0%,6.2%,18.5%,0.2%,0.0%,-79,-69
2016 Tokyo QF,W vs Golubic,0.0%,-,11.6%,60.0%,8.7%,11.6%,6.3%,5.1%,35.3%,1.0%,0.0%,-70,-54
2016 Washington R64,W vs Niculescu,0.0%,-,7.9%,77.8%,10.6%,16.7%,0.0%,2.9%,13.3%,0.4%,0.0%,-50,-31
2016 Miami R128,W vs Doi,0.0%,-,4.5%,87.5%,13.7%,17.6%,9.1%,5.8%,16.7%,0.0%,-,-21,22
2016 Australian Open R128,L vs Radwanska,0.0%,-,11.6%,61.5%,12.3%,13.5%,15.4%,5.1%,44.4%,0.4%,0.0%,-5,-13
2015 Tokyo R16,W vs Ozaki,0.0%,-,9.5%,76.9%,7.8%,13.3%,0.0%,3.5%,26.7%,0.0%,-,-48,-61
2015 Rome QF,L vs Saville,0.0%,-,9.2%,69.2%,13.2%,12.5%,25.0%,2.0%,13.3%,0.0%,-,21,17
2015 Charleston R64,L vs Kovinic,0.0%,-,5.6%,57.1%,5.4%,4.2%,50.0%,0.0%,0.0%,0.0%,-,-66,-52
2014 Cincinnati R32,L vs Ivanovic,0.0%,-,8.3%,55.6%,13.5%,14.7%,0.0%,15.2%,20.0%,0.0%,-,36,80
2014 Australian Open R64,L vs Wozniacki,0.0%,-,2.3%,100.0%,12.0%,23.3%,0.0%,4.9%,10.5%,0.0%,-,15,-11
2012 Olympics R64,L vs Ivanovic,0.0%,-,5.9%,50.0%,17.8%,16.1%,0.0%,9.5%,75.0%,0.9%,0.0%,53,36
Career (18 matches),,0.0%,-,6.8%,73.1%,10.2%,13.8%,9.1%,5.7%,20.1%,0.3%,15.8%,-32,-24
