Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2021 Eastbourne R32,L vs Andreescu,25.0%,29.5%,41.7%,28.3%,35.0%,41.9%,40.0%,26.7%,42.9%,22.7%,22.7%,41.2%,30.0%,41.7%,66.7%,87
2021 Nottingham R32,L vs Garcia Perez,16.0%,29.0%,56.0%,17.9%,31.1%,58.6%,71.1%,24.6%,12.5%,8.3%,20.8%,45.5%,35.7%,20.0%,-,-56
2020 Roland Garros R128,W vs Muchova,15.8%,26.3%,61.4%,17.8%,31.1%,59.5%,42.1%,38.5%,0.0%,12.5%,12.5%,71.4%,0.0%,25.0%,-,-23
2019 Beijing R32,L vs Wozniacki,14.5%,21.8%,39.5%,21.9%,34.4%,40.0%,43.8%,31.3%,0.0%,5.3%,5.3%,38.9%,37.5%,54.5%,66.7%,-69
2019 Washington R16,L vs Mcnally,28.0%,35.4%,36.4%,40.0%,42.2%,29.6%,65.0%,36.0%,0.0%,15.2%,30.3%,42.9%,58.8%,50.0%,0.0%,27
2018 Miami R32,L vs Muguruza,17.2%,20.3%,36.0%,17.6%,17.6%,21.4%,33.3%,25.0%,33.3%,18.5%,25.9%,54.5%,18.2%,12.5%,0.0%,17
2017 Dubai R16,L vs Svitolina,13.5%,16.7%,46.2%,16.7%,21.7%,44.0%,66.7%,57.6%,25.0%,9.7%,9.7%,50.0%,23.5%,64.3%,100.0%,-23
2016 Tokyo F,W vs Siniakova,19.1%,29.8%,42.5%,25.5%,41.8%,51.2%,86.2%,42.3%,33.3%,11.1%,13.9%,31.3%,43.8%,50.0%,75.0%,-11
2016 Tokyo QF,W vs Golubic,19.1%,25.2%,50.5%,24.7%,35.1%,55.2%,52.9%,67.4%,66.7%,12.8%,12.8%,43.9%,40.9%,44.0%,57.1%,9
2016 Washington R64,W vs Niculescu,19.0%,27.6%,57.1%,30.3%,42.4%,60.9%,50.0%,41.2%,33.3%,5.0%,10.0%,52.6%,62.5%,33.3%,50.0%,-73
2016 Miami R128,W vs Doi,36.0%,41.9%,64.2%,50.0%,56.0%,72.0%,42.9%,54.5%,100.0%,17.6%,23.5%,57.1%,76.9%,28.6%,0.0%,-37
2016 Australian Open R128,L vs Radwanska,12.7%,14.5%,29.8%,20.7%,24.1%,34.8%,43.8%,23.1%,0.0%,4.0%,4.0%,25.0%,44.4%,25.0%,25.0%,-74
2015 Tokyo R16,W vs Ozaki,8.6%,12.9%,47.5%,4.9%,12.2%,51.3%,29.4%,66.7%,80.0%,15.4%,15.4%,40.9%,69.2%,53.8%,66.7%,21
2015 Rome QF,L vs Saville,14.3%,21.4%,39.1%,21.2%,28.8%,48.8%,31.8%,66.7%,57.1%,3.4%,10.3%,25.0%,26.7%,21.4%,16.7%,-83
2015 Charleston R64,L vs Kovinic,14.9%,14.9%,40.4%,17.8%,17.8%,43.2%,78.3%,54.5%,57.1%,11.8%,11.8%,33.3%,0.0%,36.4%,0.0%,-14
2014 Cincinnati R32,L vs Ivanovic,18.3%,25.0%,35.0%,26.5%,35.3%,44.0%,27.8%,62.5%,33.3%,11.8%,17.6%,20.0%,22.2%,62.5%,60.0%,-30
2014 Australian Open R64,L vs Wozniacki,13.6%,22.7%,46.3%,22.9%,37.1%,51.9%,71.4%,50.0%,33.3%,3.6%,7.1%,40.7%,33.3%,31.6%,20.0%,-81
2012 Olympics R64,L vs Ivanovic,17.8%,26.0%,49.1%,17.8%,26.7%,45.9%,9.1%,43.5%,50.0%,21.7%,30.4%,55.6%,18.2%,66.7%,0.0%,87
Career (18 matches),,18.3%,25.1%,46.1%,23.3%,32.0%,48.7%,51.8%,45.3%,39.7%,11.8%,16.1%,41.8%,38.7%,39.8%,41.5%,-1
