Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2022 Wimbledon R128,L vs Sorribes Tormo,25% (2/8),50% (1/2),1/4,86% (6/7),17% (1/6),0/1,0/0,1/2,0/0,1/1
2021 US Open R64,L vs Krejcikova,38% (3/8),67% (2/3),1/5,88% (7/8),14% (1/7),0/2,0/0,0/1,0/0,0/1
2021 US Open R128,W vs Navarro,70% (7/10),100% (7/7),2/4,44% (4/9),0% (0/4),3/5,0/1,0/0,0/1,0/0
2021 Wimbledon R128,L vs Brengle,42% (8/19),63% (5/8),1/4,40% (8/20),25% (2/8),4/5,1/4,2/4,0/3,2/3
2021 Eastbourne R32,L vs Andreescu,38% (5/13),80% (4/5),1/3,46% (6/13),17% (1/6),2/4,1/1,1/3,0/0,0/1
2021 Nottingham R32,L vs Garcia Perez,18% (3/17),33% (1/3),0/1,35% (6/17),50% (3/6),1/1,0/0,2/4,0/0,2/3
2021 Roland Garros R128,L vs Pavlyuchenkova,38% (3/8),33% (1/3),0/5,75% (6/8),17% (1/6),0/1,0/0,1/1,0/0,0/0
2021 Australian Open R128,L vs Podoroska,50% (5/10),80% (4/5),1/4,80% (8/10),25% (2/8),0/4,0/0,1/3,0/0,1/2
2020 Roland Garros R64,L vs Tig,30% (3/10),33% (1/3),0/2,44% (4/9),25% (1/4),1/1,0/0,1/2,0/0,1/1
2020 Roland Garros R128,W vs Muchova,78% (7/9),71% (5/7),1/2,22% (2/9),0% (0/2),3/3,0/1,0/0,0/0,0/0
2020 Australian Open R128,L vs Martic,38% (3/8),0% (0/3),0/4,71% (5/7),20% (1/5),0/0,0/0,1/1,0/0,0/0
2019 Beijing R32,L vs Wozniacki,38% (3/8),33% (1/3),0/3,63% (5/8),0% (0/5),0/1,0/0,1/3,0/0,0/1
2019 W60 Concord MA R32,W vs Glushko,63% (5/8),80% (4/5),1/1,11% (1/9),0% (0/1),4/4,2/2,0/0,1/1,0/0
2019 Washington R16,L vs Mcnally,57% (8/14),75% (6/8),2/5,57% (8/14),13% (1/8),2/4,0/0,0/2,0/0,0/1
2019 Washington R32,W vs Pavlyuchenkova,50% (8/16),88% (7/8),2/4,40% (6/15),17% (1/6),4/7,2/2,1/2,1/1,1/1
2019 Wimbledon R128,L vs Dart,53% (8/15),63% (5/8),4/6,60% (9/15),33% (3/9),0/4,0/0,1/1,0/0,0/0
2019 W100 Trnava R16,W vs Allertova,69% (9/13),67% (6/9),2/5,47% (7/15),14% (1/7),4/6,2/2,1/3,1/1,1/1
2019 W100 Trnava R32,W vs Stefani,38% (6/16),83% (5/6),1/4,29% (5/17),20% (1/5),3/4,1/2,0/0,0/0,0/0
2019 W80 Cagnes Sur Mer R16,W vs Martincova,75% (6/8),67% (4/6),1/1,33% (3/9),67% (2/3),3/4,2/2,0/0,1/1,0/0
2019 W80 Cagnes Sur Mer R32,W vs Pera,63% (5/8),80% (4/5),1/1,56% (5/9),80% (4/5),4/4,2/2,0/0,1/1,0/0
2022 (1 matches),,25.0%,50.0%,25.0%,85.7%,16.7%,0.0%,-,50.0%,-,100.0%
2021 (7 matches),,40.0%,70.6%,23.1%,52.9%,22.2%,45.5%,33.3%,43.8%,0.0%,50.0%
2020 (3 matches),,48.1%,46.2%,12.5%,44.0%,18.2%,100.0%,0.0%,66.7%,-,100.0%
2019 (18 matches),,56.3%,76.1%,43.7%,49.3%,21.4%,56.1%,78.3%,38.9%,87.5%,40.0%
2018 (24 matches),,44.3%,71.7%,29.3%,51.8%,17.5%,61.5%,58.8%,47.2%,80.0%,47.1%
Career (284 matches),,46.5%,74.4%,32.3%,48.1%,23.9%,63.3%,67.2%,52.4%,68.9%,51.4%
