Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R64,L vs Krejcikova,84.6,93.0,6.0,93.0,93.2,107,80,74.1,6.4,75.5,76.2,90,65
2021 US Open R128,W vs Navarro,85.7,91.9,6.9,92.7,92.3,105,70,69.5,3.5,70.0,,76,61
2017 US Open R64,L vs Kasatkina,89.6,97.1,7.9,102.0,94.3,109,67,72.8,5.5,,77.0,84,63
2017 Wimbledon R64,L vs Radwanska,94.6,105.3,6.0,108.3,99.5,114,91,79.9,8.1,86.0,84.9,95,62
2017 Wimbledon R128,W vs Boulter,96.9,107.6,5.8,108.2,105.2,113,74,83.0,7.2,89.8,77.0,97,69
2017 Roland Garros R128,L vs Kuznetsova,91.1,98.4,5.5,103.4,95.6,109,88,78.9,5.7,91.0,77.5,92,70
2016 US Open R64,L vs Vinci,93.5,97.3,7.9,101.3,94.4,113,79,80.0,9.1,97.0,81.5,97,65
2016 Wimbledon R64,L vs Williams,96.4,102.6,7.6,107.9,96.4,116,83,82.7,6.2,83.8,81.0,99,69
2016 Australian Open R128,L vs Radwanska,88.2,99.8,7.6,,,111,86,74.8,6.6,,,95,64
2015 Wimbledon R64,L vs Lisicki,94.4,101.4,6.1,,,110,88,81.5,7.0,,,98,67
2015 Roland Garros R128,L vs Dominguez Lino,88.4,96.5,7.2,,,108,83,75.6,7.5,,,95,64
2015 Australian Open R64,L vs Witthoeft,87.1,93.1,6.5,,,104,83,78.0,6.2,,,90,70
2014 US Open R64,L vs Azarenka,86.5,95.0,8.7,,,110,75,73.0,6.6,,,85,63
2014 Australian Open R64,L vs Wozniacki,90.6,,,,,110,,,,,,,67
2013 US Open R32,L vs Ivanovic,91.1,,,,,111,,,,,,,74
2013 US Open R64,W vs Svitolina,90.4,,,,,113,,,,,,,65
2013 US Open R128,W vs Goerges,89.6,,,,,107,,,,,,,69
2013 Wimbledon R64,L vs Bartoli,93.8,,,,,110,,,,,,,75
2012 US Open R128,L vs Bertens,88.2,,,,,112,,,,,,,62
2012 Wimbledon R32,L vs Kerber,93.4,,,,,111,,,,,,,72
Career (28 matches),,90.5,98.5,6.9,104.8,96.4,116,67,78.1,6.5,84.3,80.4,99,61
