Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Indian Wells R128,L vs Mensik,40% (4/10),50% (2/4),0/4,44% (4/9),0% (0/4),1/2,0/0,0/0,0/0,0/0
2023 Roland Garros Q1,L vs Gigante,45% (5/11),40% (2/5),2/4,64% (7/11),43% (3/7),1/2,0/0,0/0,0/0,0/0
2019 Busan CH R64,L vs Uchida,40% (4/10),25% (1/4),0/4,40% (4/10),0% (0/4),0/1,0/0,1/1,0/0,1/1
2019 Seoul CH R64,L vs Noguchi,25% (3/12),100% (3/3),0/4,54% (7/13),14% (1/7),2/3,1/1,1/3,0/0,0/1
2019 M25 Matsuyama SF,L vs Sekiguchi,50% (4/8),50% (2/4),2/5,67% (6/9),0% (0/6),0/2,0/0,1/2,0/0,0/1
2019 M15 Nishi Tokyo F,W vs Sekiguchi,55% (6/11),50% (3/6),1/2,36% (4/11),50% (2/4),2/3,1/1,0/0,1/1,0/0
2019 M15 Nishi Tokyo QF,W vs Ellis,33% (5/15),60% (3/5),0/2,13% (2/15),0% (0/2),1/2,1/1,1/1,1/1,0/0
2019 M15 Nishi Tama QF,L vs Yamasaki,43% (6/14),67% (4/6),0/4,53% (8/15),38% (3/8),3/4,1/2,1/1,0/1,0/0
2019 M15 Nishi Tama R16,W vs Saitoh,71% (5/7),100% (5/5),0/1,13% (1/8),0% (0/1),5/5,2/2,0/0,1/1,0/0
2018 Seoul CH R16,L vs Ito,11% (1/9),100% (1/1),0/4,60% (6/10),17% (1/6),1/1,0/1,0/1,0/0,0/1
2017 Seoul CH R32,L vs Krajicek,27% (3/11),0% (0/3),0/1,20% (2/10),50% (1/2),0/0,0/0,1/1,0/0,1/1
2017 Gimcheon CH R32,L vs Bhambri,36% (5/14),80% (4/5),1/4,57% (8/14),38% (3/8),2/3,0/0,0/1,0/0,0/0
2016 Toyota CH R32,L vs Nishioka,11% (1/9),100% (1/1),1/3,67% (6/9),33% (2/6),1/1,0/0,0/1,0/0,0/0
2016 Kobe CH R32,L vs Chung,0% (0/8),- (0/0),0/3,50% (4/8),0% (0/4),0/0,0/0,1/2,0/0,1/1
2016 Seoul CH R32,L vs Ito,0% (0/9),- (0/0),0/3,56% (5/9),40% (2/5),0/0,0/0,0/0,0/0,0/0
2016 Busan CH R32,L vs Lacko,21% (3/14),67% (2/3),0/4,43% (6/14),33% (2/6),1/1,0/0,2/2,0/0,1/1
2016 Turkey F7 R16,W vs Bublik,63% (5/8),100% (5/5),0/1,13% (1/8),0% (0/1),2/3,0/0,0/0,0/0,0/0
2024 (1 matches),,40.0%,50.0%,0.0%,44.4%,0.0%,50.0%,-,-,-,-
2023 (1 matches),,45.5%,40.0%,50.0%,63.6%,42.9%,50.0%,-,-,-,-
2019 (7 matches),,42.9%,63.6%,13.6%,39.5%,18.8%,65.0%,85.7%,62.5%,75.0%,33.3%
2018 (1 matches),,11.1%,100.0%,0.0%,60.0%,16.7%,100.0%,0.0%,0.0%,-,0.0%
2017 (2 matches),,32.0%,50.0%,20.0%,41.7%,40.0%,66.7%,-,50.0%,-,100.0%
Career (17 matches),,33.3%,63.3%,13.2%,44.3%,24.7%,66.7%,75.0%,56.3%,75.0%,57.1%
