Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Roland Garros,2,Clay,2,0,2,0.0%,1,1,0,100.0%,2023,2024,Q1,2,0.67,2.9%,0.0%,72.1%,56.5%,47.4%,53.9%,30.8%,54.5%,33.3%
Wimbledon,2,Grass,2,0,2,0.0%,2,0,2,0.0%,2023,2024,Q1,2,0.73,5.1%,0.0%,58.4%,71.3%,50.9%,62.8%,27.1%,28.6%,25.0%
US Open,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2023,2024,Q2,4,1.02,4.9%,3.8%,56.1%,68.0%,52.6%,61.3%,39.6%,61.5%,30.2%
Davis Cup,6,,16,4,12,25.0%,6,3,3,50.0%,2015,2024,,8,0.89,4.5%,2.3%,63.1%,65.1%,48.4%,58.9%,36.8%,60.2%,43.3%
Shanghai Masters,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2023,2024,Q2,4,0.90,5.8%,2.1%,67.2%,56.2%,67.1%,59.8%,36.3%,45.8%,42.1%
