Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,429,272,157,63.4%,629-423,59.8%,5522-4852,53.2%,93-87,51.7%,418,83.7%,23.0%,10.0%,3.6%,60.8%,76.3%,50.8%,66.3%,38.0%,51.8%,1.13
Clay,134,88,46,65.7%,212-140,60.2%,1871-1622,53.6%,27-30,47.4%,132,80.9%,26.4%,6.6%,2.7%,60.7%,72.8%,51.4%,64.4%,40.1%,52.0%,1.13
Grass,35,23,12,65.7%,68-46,59.6%,615-548,52.9%,10-15,40.0%,35,85.1%,20.9%,9.3%,2.5%,61.1%,75.6%,53.3%,66.9%,36.4%,51.4%,1.10
Grand Slams,109,76,33,69.7%,244-152,61.6%,2117-1837,53.5%,35-39,47.3%,108,84.8%,22.8%,9.6%,3.3%,59.8%,75.9%,52.8%,66.6%,37.9%,51.9%,1.13
Masters,149,85,64,57.0%,192-155,55.3%,1813-1652,52.3%,27-29,48.2%,148,80.7%,24.1%,8.6%,3.4%,60.8%,74.6%,49.4%,64.8%,38.6%,51.4%,1.10
Other Tours,300,200,100,66.7%,421-260,61.8%,3634-3107,53.9%,62-58,51.7%,294,83.8%,24.4%,9.0%,3.2%,61.1%,75.2%,51.5%,66.0%,38.9%,52.1%,1.14
Best of 5,113,77,36,68.1%,252-161,61.0%,2195-1925,53.3%,37-40,48.1%,110,84.6%,22.8%,9.5%,3.3%,59.7%,75.9%,52.8%,66.6%,37.8%,51.8%,1.13
Best of 3,485,306,179,63.1%,657-448,59.5%,5813-5097,53.3%,93-92,50.3%,475,82.7%,24.0%,9.0%,3.3%,61.2%,75.2%,50.5%,65.6%,38.6%,51.8%,1.12
Finals,30,18,12,60.0%,41-28,59.4%,352-312,53.0%,5-3,62.5%,29,83.1%,23.1%,8.5%,2.3%,62.1%,74.7%,52.7%,66.4%,38.2%,52.0%,1.14
Semi-finals,51,30,21,58.8%,68-54,55.7%,643-582,52.5%,12-9,57.1%,51,82.6%,22.5%,8.8%,3.0%,62.1%,74.5%,50.0%,65.2%,37.8%,51.4%,1.09
Quarter-finals,85,47,38,55.3%,101-101,50.0%,1022-977,51.1%,13-23,36.1%,83,82.0%,21.4%,7.9%,3.0%,60.8%,73.7%,49.8%,64.4%,37.8%,50.7%,1.06
vs Righties,522,329,193,63.0%,783-543,59.0%,6981-6184,53.0%,117-117,50.0%,511,83.0%,23.5%,9.1%,3.3%,60.5%,75.3%,51.2%,65.8%,38.4%,51.7%,1.12
vs Lefties,75,53,22,70.7%,124-66,65.3%,1014-830,55.0%,13-15,46.4%,73,84.8%,24.5%,9.5%,3.5%,63.2%,76.0%,50.8%,66.8%,38.5%,52.3%,1.16
vs Top 10,76,27,49,35.5%,77-131,37.0%,961-1102,46.6%,15-20,42.9%,76,76.8%,16.8%,7.8%,3.1%,62.2%,72.3%,46.5%,62.5%,34.4%,48.4%,0.92
