Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,40,23,17,57.5%,57-46,55.3%,546-504,52.0%,9-11,45.0%,40,85.2%,20.8%,10.7%,4.1%,59.8%,78.1%,50.9%,67.2%,36.8%,51.5%,1.12
Clay,16,10,6,62.5%,20-15,57.1%,175-155,53.0%,3-0,100.0%,14,77.7%,26.7%,8.4%,2.5%,58.9%,73.8%,48.7%,63.5%,40.1%,51.6%,1.10
Grass,6,4,2,66.7%,13-7,65.0%,116-99,54.0%,5-3,62.5%,6,89.5%,16.7%,10.6%,4.0%,61.1%,80.7%,55.5%,70.9%,33.2%,52.2%,1.14
Grand Slams,15,11,4,73.3%,31-19,62.0%,269-236,53.3%,7-3,70.0%,14,88.4%,18.3%,10.0%,3.6%,59.8%,78.5%,55.1%,69.1%,34.6%,51.7%,1.12
Masters,20,10,10,50.0%,23-23,50.0%,238-235,50.3%,6-5,54.5%,19,82.3%,20.6%,10.4%,3.7%,60.8%,77.3%,50.6%,66.9%,36.8%,51.4%,1.11
Other Tours,27,16,11,59.3%,36-26,58.1%,330-287,53.5%,4-6,40.0%,27,82.3%,24.8%,10.1%,3.8%,59.0%,77.1%,48.2%,65.2%,39.1%,51.8%,1.12
Best of 5,14,10,4,71.4%,31-19,62.0%,269-236,53.3%,7-3,70.0%,14,88.4%,18.3%,10.0%,3.6%,59.8%,78.5%,55.1%,69.1%,34.6%,51.7%,1.12
Best of 3,48,27,21,56.3%,59-49,54.6%,568-522,52.1%,10-11,47.6%,46,82.3%,23.0%,10.2%,3.8%,59.8%,77.2%,49.2%,65.9%,38.1%,51.6%,1.12
Finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,4.3%,4.3%,52.2%,62.5%,36.4%,50.0%,38.9%,43.2%,0.78
Semi-finals,5,1,4,20.0%,4-8,33.3%,63-66,48.8%,1-2,33.3%,5,81.0%,17.5%,10.3%,2.0%,59.9%,74.5%,51.5%,65.3%,36.5%,50.3%,1.05
Quarter-finals,7,5,2,71.4%,11-6,64.7%,92-76,54.8%,1-1,50.0%,7,86.9%,22.0%,9.0%,3.9%,61.0%,78.8%,53.2%,68.8%,36.9%,52.4%,1.18
vs Righties,51,31,20,60.8%,74-57,56.5%,699-628,52.7%,14-12,53.8%,49,84.5%,22.1%,9.9%,3.5%,59.7%,77.3%,52.1%,67.1%,37.5%,51.8%,1.14
vs Lefties,10,5,5,50.0%,14-11,56.0%,125-122,50.6%,3-2,60.0%,10,82.9%,16.8%,11.7%,5.0%,60.5%,79.2%,46.5%,66.2%,34.0%,50.5%,1.01
vs Top 10,7,0,7,0.0%,3-16,15.8%,84-117,41.8%,2-3,40.0%,7,74.5%,9.2%,7.1%,2.4%,62.0%,70.8%,49.8%,62.8%,29.3%,46.1%,0.79
