Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Dubai SF,L vs Griekspoor,0.0%,-,6.6%,100.0%,23.8%,16.7%,50.0%,25.9%,71.4%,0.0%,-,66,102
2026 Doha QF,W vs Tsitsipas,0.0%,-,9.8%,92.3%,18.6%,16.7%,11.1%,4.4%,14.3%,0.6%,0.0%,3,9
2025 Canada QF,L vs Fritz,0.0%,-,0.8%,100.0%,24.2%,27.3%,16.7%,7.3%,14.3%,0.0%,-,53,2
2025 Cincinnati R16,W vs Comesana,7.7%,66.7%,13.1%,61.5%,27.9%,10.5%,42.9%,18.8%,28.6%,0.0%,-,186,98
2025 Los Cabos R16,W vs Hernandez Serrano,2.9%,0.0%,7.0%,75.0%,26.2%,36.4%,14.3%,10.9%,50.0%,2.4%,0.0%,118,141
2025 Roland Garros R16,L vs Sinner,0.0%,-,9.6%,73.3%,17.2%,15.4%,33.3%,3.1%,5.3%,0.4%,100.0%,-16,-18
2025 Hamburg F,L vs Cobolli,2.3%,0.0%,7.6%,44.4%,7.1%,5.3%,0.0%,4.4%,22.2%,0.0%,-,-104,-84
2025 Madrid R32,L vs Bublik,3.6%,100.0%,18.1%,64.0%,27.1%,31.3%,20.0%,28.6%,33.3%,0.8%,0.0%,74,31
2025 Monte Carlo R16,L vs Fils,0.0%,-,4.2%,25.0%,14.3%,0.0%,0.0%,7.1%,16.7%,0.0%,-,-80,-80
2025 Indian Wells R64,L vs Arnaldi,0.0%,-,7.6%,60.0%,18.7%,12.5%,18.8%,6.3%,20.8%,0.0%,-,-29,-23
2025 Doha F,W vs Draper,1.3%,100.0%,7.4%,61.5%,17.2%,20.0%,18.5%,14.5%,6.7%,0.0%,-,-1,-39
2025 Doha QF,W vs De Minaur,1.2%,100.0%,7.2%,73.3%,14.1%,12.1%,14.3%,4.9%,22.6%,0.0%,-,-66,-46
2025 Doha R16,W vs Borges,2.6%,100.0%,7.9%,87.5%,19.2%,23.8%,25.0%,18.9%,60.0%,0.0%,-,56,19
2025 Doha R32,W vs Bublik,0.0%,-,12.8%,60.0%,30.4%,30.0%,25.0%,13.6%,20.0%,0.7%,0.0%,74,9
2025 Rotterdam QF,L vs Hurkacz,0.0%,-,8.2%,70.6%,17.8%,17.6%,21.4%,2.8%,5.3%,0.0%,-,-9,6
2025 Rotterdam R16,W vs Marozsan,1.5%,100.0%,11.5%,72.2%,26.8%,30.8%,71.4%,13.3%,37.5%,0.0%,-,20,-25
2025 Rotterdam R32,W vs Zhang,0.0%,-,9.2%,83.3%,17.1%,25.0%,0.0%,9.8%,44.4%,0.6%,0.0%,35,2
2025 Montpellier SF,L vs Kovacevic,0.0%,-,3.8%,40.0%,25.0%,26.1%,20.0%,5.5%,8.3%,0.0%,-,-28,-39
2025 Montpellier QF,W vs Basilashvili,0.0%,-,0.0%,0.0%,16.7%,0.0%,0.0%,7.7%,0.0%,0.0%,-,-116,-47
2025 Montpellier R16,W vs Eubanks,0.0%,-,4.0%,75.0%,33.3%,40.9%,0.0%,31.3%,71.4%,1.0%,100.0%,52,-31
Career (223 matches),,0.9%,77.5%,6.6%,70.0%,18.1%,22.1%,16.7%,6.6%,21.0%,0.2%,34.9%,-19,-15
