Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,35,25,10,71.4%,23,11,12,47.8%,2017,2026,QF,32,1.13,10.3%,3.8%,61.1%,76.4%,50.9%,66.5%,37.9%,67.2%,37.1%
Roland Garros,8,Clay,27,18,9,66.7%,18,6,12,33.3%,2016,2025,QF,21,1.17,8.9%,2.6%,58.5%,74.8%,55.2%,66.7%,39.0%,62.7%,41.5%
Wimbledon,8,Grass,25,17,8,68.0%,15,7,8,46.7%,2015,2025,QF,18,1.09,8.0%,2.4%,62.2%,74.7%,55.0%,67.2%,35.8%,61.4%,36.5%
US Open,11,Hard,41,30,11,73.2%,27,15,12,55.6%,2015,2025,QF,37,1.14,10.2%,3.9%,58.1%,77.0%,51.7%,66.4%,38.2%,66.9%,41.3%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Davis Cup,7,,17,12,5,70.6%,7,5,2,71.4%,2014,2021,,12,1.29,11.0%,3.5%,63.0%,79.1%,51.8%,69.0%,40.0%,62.3%,38.5%
Miami Masters,11,Hard,23,12,11,52.2%,5,3,2,60.0%,2015,2026,SF,23,1.10,8.2%,3.7%,61.1%,74.8%,50.0%,65.2%,38.2%,62.2%,34.9%
Indian Wells Masters,9,Hard,20,10,10,50.0%,7,4,3,57.1%,2017,2026,SF,20,1.04,7.1%,3.9%,59.6%,70.8%,47.2%,61.2%,40.3%,56.5%,38.9%
Dubai,8,Hard,27,20,7,74.1%,14,8,6,57.1%,2017,2026,W,27,1.24,11.8%,2.6%,61.8%,77.8%,54.3%,68.8%,38.6%,62.9%,32.6%
Doha,7,Hard,27,21,6,77.8%,8,6,2,75.0%,2018,2026,W,24,1.19,9.1%,4.0%,63.6%,76.4%,50.0%,66.8%,39.5%,57.4%,45.2%
Hong Kong,2,Hard,8,6,2,75.0%,2,2,0,100.0%,2024,2026,W,8,1.30,11.4%,1.6%,63.3%,75.5%,57.8%,69.0%,40.4%,71.4%,31.0%
Paris Masters,8,Hard,15,7,8,46.7%,7,0,7,0.0%,2017,2025,SF,15,1.12,9.5%,3.1%,62.2%,75.7%,52.3%,66.9%,37.2%,67.1%,38.0%
