Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Dubai SF,L vs Griekspoor,45.7%,58.6%,58.3%,51.6%,59.6%,74.5%,63.2%,68.3%,45.0%,40.7%,-,19.0%,28.6%,52.9%,53
2026 Doha QF,W vs Tsitsipas,26.8%,33.8%,62.0%,33.8%,39.5%,48.8%,65.4%,51.2%,47.6%,40.9%,50.0%,7.7%,11.5%,58.3%,-39
2025 Canada QF,L vs Fritz,29.8%,43.9%,56.4%,39.5%,38.7%,54.8%,63.2%,56.5%,52.9%,57.1%,0.0%,20.0%,32.0%,50.0%,-21
2025 Cincinnati R16,W vs Comesana,42.6%,53.2%,48.0%,50.6%,56.3%,68.8%,57.1%,68.1%,37.5%,56.3%,-,15.4%,23.1%,36.4%,29
2025 Los Cabos R16,W vs Hernandez Serrano,39.1%,60.9%,71.4%,44.8%,63.6%,81.8%,75.0%,75.5%,55.6%,76.9%,-,23.5%,58.8%,69.2%,73
2025 Roland Garros R16,L vs Sinner,23.6%,36.0%,41.8%,31.3%,32.8%,48.3%,53.8%,44.7%,38.7%,55.6%,33.3%,6.7%,13.3%,25.0%,-47
2025 Hamburg F,L vs Cobolli,23.9%,28.3%,36.4%,27.4%,29.2%,37.5%,47.1%,35.8%,23.1%,63.6%,-,20.0%,20.0%,25.0%,59
2025 Madrid R32,L vs Bublik,40.3%,56.7%,57.9%,47.8%,43.8%,64.6%,63.0%,54.2%,50.0%,37.5%,33.3%,35.3%,41.2%,45.5%,80
2025 Monte Carlo R16,L vs Fils,26.4%,30.2%,31.4%,28.3%,31.3%,37.5%,40.9%,34.4%,33.3%,52.9%,33.3%,23.5%,23.5%,15.4%,102
2025 Indian Wells R64,L vs Arnaldi,14.8%,26.2%,44.7%,20.8%,18.2%,33.3%,51.9%,29.4%,71.4%,63.2%,80.0%,13.0%,21.7%,35.0%,0
2025 Doha F,W vs Draper,29.4%,42.4%,65.0%,36.4%,37.9%,50.0%,66.7%,48.1%,61.5%,53.1%,0.0%,11.1%,25.9%,62.5%,-79
2025 Doha QF,W vs De Minaur,25.8%,36.6%,52.9%,32.2%,34.3%,44.8%,45.5%,43.1%,45.5%,44.1%,0.0%,4.0%,16.0%,66.7%,-76
2025 Doha R16,W vs Borges,46.9%,67.3%,69.2%,58.6%,47.5%,70.0%,66.7%,61.7%,44.4%,45.5%,-,44.4%,55.6%,80.0%,-79
2025 Doha R32,W vs Bublik,25.8%,41.9%,60.5%,35.0%,32.6%,52.2%,58.1%,45.0%,30.0%,42.3%,50.0%,7.7%,15.4%,66.7%,-49
2025 Rotterdam QF,L vs Hurkacz,22.8%,30.7%,51.2%,30.5%,32.4%,43.7%,58.3%,44.8%,35.3%,40.5%,50.0%,8.1%,10.8%,41.2%,-41
2025 Rotterdam R16,W vs Marozsan,32.1%,43.6%,54.7%,39.0%,37.0%,50.0%,58.6%,48.7%,44.4%,60.7%,50.0%,25.0%,34.4%,50.0%,-79
2025 Rotterdam R32,W vs Zhang,24.6%,36.1%,64.4%,34.6%,27.0%,40.5%,70.4%,43.5%,50.0%,63.2%,0.0%,21.7%,30.4%,55.6%,-16
2025 Montpellier SF,L vs Kovacevic,43.6%,52.7%,44.8%,47.3%,54.3%,65.7%,50.0%,60.0%,38.1%,35.7%,0.0%,27.8%,33.3%,38.5%,72
2025 Montpellier QF,W vs Basilashvili,83.3%,83.3%,0.0%,83.3%,90.0%,90.0%,0.0%,90.0%,28.6%,66.7%,-,75.0%,75.0%,0.0%,-79
2025 Montpellier R16,W vs Eubanks,39.6%,60.4%,62.1%,47.1%,57.1%,78.6%,75.0%,70.0%,64.3%,57.1%,100.0%,15.0%,35.0%,52.9%,-79
Career (223 matches),,31.1%,42.2%,52.9%,37.4%,40.2%,54.0%,58.8%,50.4%,49.7%,47.5%,45.2%,17.6%,24.7%,45.4%,35
