Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,505,320,185,63.4%,694-425,62.0%,5711-4627,55.2%,59-51,53.6%,347,65.7%,33.7%,3.3%,6.0%,61.1%,66.1%,46.3%,58.4%,45.9%,52.1%,1.10
Clay,157,103,54,65.6%,215-136,61.3%,1742-1428,55.0%,10-10,50.0%,82,52.9%,32.4%,2.8%,4.9%,62.4%,63.6%,44.8%,56.5%,46.5%,51.5%,1.07
Grass,61,38,23,62.3%,82-54,60.3%,692-581,54.4%,8-9,47.1%,50,57.8%,23.4%,4.2%,4.5%,65.6%,66.9%,47.9%,60.4%,42.9%,51.3%,1.08
Carpet,18,9,9,50.0%,24-21,53.3%,222-192,53.6%,1-3,25.0%,6,-,-,2.7%,2.7%,66.3%,65.5%,49.7%,60.2%,42.3%,51.3%,1.06
Grand Slams,140,91,49,65.0%,194-116,62.6%,1591-1255,55.9%,11-18,37.9%,117,65.0%,24.3%,3.6%,5.7%,61.7%,66.4%,44.9%,58.2%,46.0%,52.0%,1.10
Premiers,328,192,136,58.5%,422-326,56.4%,3690-3207,53.5%,33-36,47.8%,201,66.7%,30.3%,3.3%,5.5%,61.3%,65.3%,46.6%,58.1%,44.5%,51.3%,1.06
Internationals,174,125,49,71.8%,265-109,70.9%,2010-1438,58.3%,21-14,60.0%,104,62.9%,38.1%,3.2%,5.6%,62.2%,66.7%,47.7%,59.5%,48.0%,53.6%,1.18
Finals,30,12,18,40.0%,31-36,46.3%,285-330,46.3%,7-2,77.8%,21,-,-,3.3%,4.3%,64.0%,63.0%,45.5%,56.7%,41.2%,48.9%,0.95
Semi-finals,61,30,31,49.2%,65-68,48.9%,626-626,50.0%,9-9,50.0%,36,48.4%,16.7%,3.3%,5.4%,61.9%,66.6%,41.9%,57.2%,44.2%,50.8%,1.03
Quarter-finals,101,57,44,56.4%,133-98,57.6%,1180-1000,54.1%,7-15,31.8%,60,67.8%,39.3%,3.1%,5.5%,61.7%,65.9%,47.5%,58.8%,45.5%,52.0%,1.10
vs Righties,686,430,256,62.7%,932-597,61.0%,7722-6342,54.9%,70-68,50.7%,451,62.7%,33.0%,3.3%,5.6%,61.9%,65.9%,46.1%,58.3%,45.6%,51.9%,1.09
vs Lefties,54,39,15,72.2%,81-39,67.5%,633-480,56.9%,8-5,61.5%,33,72.0%,33.7%,3.5%,5.1%,61.7%,64.9%,47.5%,58.2%,45.6%,51.8%,1.09
vs Top 10,121,34,87,28.1%,91-188,32.6%,1148-1429,44.5%,7-20,25.9%,82,50.4%,29.9%,2.8%,5.7%,63.6%,60.7%,41.4%,53.7%,41.4%,47.6%,0.89
