Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Berlin R32,L vs Sabalenka,0.0%,-,4.0%,100.0%,10.3%,27.3%,0.0%,5.3%,11.1%,2.0%,0.0%,-40,-21
2021 Madrid R64,L vs Sabalenka,0.0%,-,5.0%,100.0%,8.3%,14.3%,0.0%,3.3%,16.7%,0.0%,-,-117,-111
2021 St Petersburg SF,L vs Gasparyan,0.0%,-,9.6%,75.0%,7.1%,7.9%,0.0%,7.3%,14.8%,1.4%,40.0%,-91,-86
2020 Doha R64,W vs Hsieh,0.0%,-,13.2%,62.5%,8.0%,12.5%,0.0%,6.7%,30.8%,0.4%,0.0%,-62,-61
2019 St Petersburg SF,L vs Vekic,0.0%,-,7.4%,71.4%,5.1%,3.0%,0.0%,8.8%,6.3%,0.0%,-,-96,-101
2019 St Petersburg QF,W vs Kasatkina,0.0%,-,10.5%,87.5%,8.2%,8.9%,0.0%,9.4%,21.2%,1.2%,0.0%,-70,-56
2019 St Petersburg R16,W vs Goerges,0.0%,-,3.2%,100.0%,7.0%,8.7%,0.0%,4.8%,17.6%,0.0%,-,-142,-147
2018 Moscow QF,L vs Sevastova,2.2%,100.0%,20.2%,81.6%,6.7%,17.2%,0.0%,10.8%,14.3%,0.6%,0.0%,-35,-19
2018 US Open R64,L vs Sabalenka,0.0%,-,3.9%,66.7%,8.5%,0.0%,0.0%,4.7%,20.0%,0.0%,-,-118,-13
2015 Australian Open R64,L vs Williams,6.2%,75.0%,9.2%,81.8%,7.2%,11.4%,0.0%,4.5%,9.1%,0.0%,-,-66,-70
2012 Olympics R16,L vs Williams,0.0%,-,1.3%,100.0%,12.9%,23.5%,0.0%,7.7%,0.0%,0.0%,-,-61,-85
2012 Olympics R64,W vs Arvidsson,0.0%,-,5.2%,87.5%,23.3%,30.0%,0.0%,20.3%,16.7%,2.4%,40.0%,95,71
2011 Tokyo F,L vs Radwanska,0.0%,-,15.0%,86.7%,11.4%,12.5%,100.0%,8.7%,13.9%,0.8%,50.0%,55,41
2011 Doha F,W vs Wozniacki,0.0%,-,8.6%,69.2%,8.6%,20.5%,0.0%,6.6%,11.8%,1.9%,28.6%,-45,-52
2011 Australian Open SF,L vs Clijsters,0.0%,-,11.9%,75.0%,1.0%,0.0%,0.0%,7.9%,13.0%,0.8%,0.0%,-42,-46
2010 WTA Championships SF,L vs Wozniacki,0.0%,-,15.1%,50.0%,11.1%,17.6%,0.0%,5.6%,14.3%,2.1%,0.0%,-51,-51
2010 Beijing F,L vs Wozniacki,0.0%,-,14.4%,65.2%,5.6%,10.6%,0.0%,5.3%,8.5%,0.4%,0.0%,-88,-94
2010 US Open F,L vs Clijsters,0.0%,-,7.9%,57.1%,3.3%,3.8%,0.0%,7.1%,30.8%,0.5%,100.0%,-33,-27
2010 US Open SF,W vs Wozniacki,0.0%,-,10.5%,76.9%,5.6%,17.2%,0.0%,5.6%,16.7%,1.5%,25.0%,-50,-21
2010 Montreal F,L vs Wozniacki,0.0%,-,6.5%,71.4%,7.6%,12.5%,0.0%,6.3%,8.3%,3.5%,14.3%,-30,-31
Career (33 matches),,0.3%,83.3%,8.7%,74.9%,8.1%,12.9%,50.0%,6.9%,14.8%,0.9%,30.3%,-60,-52
