Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),339,188,117,1682,102,1661,,,,,46,1707,,
2025,659,65,,,,,,,,,796,65
2024,1180,9,,,,,,,,,85,992
2023,272,273,63,1752,64,1710,65,1674,43,1665,,
2022,357,149,99,1691,83,1687,,,,,,
2021,81,876,49,1821,48,1767,57,1714,32,1707,,
2020,164,440,48,1789,44,1764,73,1645,,,40,2189
2019,159,378,77,1758,70,1735,97,1628,,,80,1138
2018,109,534,70,1770,67,1725,83,1648,57,1670,53,1555
2017,200,280,103,1695,79,1696,,,,,,
2015,185,273,103,1702,74,1690,,,,,184,362
2014,251,181,,,,,,,,,337,141
2012,95,697,16,1960,10,1951,18,1858,13,1824,33,2266
2011,7,5435,7,2083,8,2033,11,1931,9,1870,85,992
2010,2,6785,6,2120,6,2068,13,1935,9,1880,33,2416
2009,9,3560,14,2028,13,1967,12,1955,17,1797,,
2008,7,2952,8,2142,7,2081,10,2010,10,1884,,
2007,22,1117,16,2037,16,1966,18,1918,,,,
2006,24,781,21,1981,25,1889,21,1858,11,1841,,
2005,42,759,57,1794,60,1715,30,1814,34,1693,,
2004,11,2299,12,2065,12,1976,10,1990,9,1872,,
2003,13,1808,16,1982,21,1885,10,1944,17,1793,,
2002,45,748,37,1883,49,1763,27,1858,43,1674,,
2001,372,43,,,,,,,,,,
2000,349,46,,,,,,,,,,
