Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,39,23,16,59.0%,7,4,3,57.1%,2003,2022,SF,35,1.06,3.2%,6.1%,60.4%,66.1%,43.7%,57.3%,45.5%,55.6%,44.1%
Roland Garros,11,Clay,36,25,11,69.4%,6,2,4,33.3%,2002,2021,QF,26,1.11,2.0%,4.7%,61.6%,63.0%,43.2%,55.4%,49.8%,54.1%,50.4%
Wimbledon,14,Grass,42,28,14,66.7%,10,5,5,50.0%,2009,2023,F,33,1.10,4.4%,4.3%,65.3%,66.5%,47.6%,60.0%,44.1%,51.2%,44.3%
US Open,14,Hard,47,33,14,70.2%,11,4,7,36.4%,2002,2023,F,39,1.14,3.8%,6.5%,61.1%,67.7%,46.9%,59.6%,45.9%,60.8%,50.3%
Olympics,2,,9,7,2,77.8%,4,3,1,75.0%,2008,2012,W,3,1.03,2.8%,4.0%,68.8%,62.8%,69.1%,64.8%,36.2%,58.8%,31.3%
Fed Cup,4,,9,7,2,77.8%,0,0,0,-,2003,2011,,0,,,,,,,,,,
Dubai,9,Hard,16,7,9,43.8%,2,1,1,50.0%,2006,2026,QF,16,1.03,3.1%,4.0%,66.5%,62.7%,46.7%,57.4%,43.7%,57.7%,50.0%
Doha,8,Hard,21,14,7,66.7%,4,2,2,50.0%,2006,2026,W,18,1.07,3.5%,3.6%,63.0%,65.0%,46.3%,58.1%,44.9%,58.6%,40.8%
Abu Dhabi,4,Hard,5,1,4,20.0%,0,0,0,-,2021,2026,R32,5,0.66,2.7%,6.5%,62.3%,56.6%,37.3%,49.3%,33.5%,45.5%,53.3%
Strasbourg,2,Clay,5,3,2,60.0%,0,0,0,-,2003,2024,SF,1,0.39,0.0%,10.5%,65.8%,36.0%,7.7%,26.3%,28.9%,33.3%,0.0%
Stuttgart,4,Clay,10,5,5,50.0%,3,0,3,0.0%,2008,2024,QF,10,1.07,5.0%,4.3%,64.9%,67.3%,50.0%,61.2%,41.6%,56.9%,42.7%
Zhengzhou,2,Hard,5,3,2,60.0%,3,2,1,66.7%,2018,2023,R16,5,1.00,1.5%,5.0%,63.4%,61.2%,40.1%,53.5%,46.6%,58.6%,50.0%
