Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami Masters R32,L vs Fils,11,26,0.4,15.3%,36.1%,10,23,0.4,15.4%,35.4%,4.6%,0.0%,2.3,25.0%,11.1%
2026 Miami Masters R128,W vs Fery,30,18,1.7,22.1%,13.2%,25,17,1.5,20.0%,13.6%,11.2%,4.0%,0.8,13.2%,16.9%
2026 Indian Wells Masters R128,L vs Shapovalov,15,30,0.5,9.9%,19.9%,15,27,0.6,10.5%,18.9%,7.7%,2.1%,1.0,17.2%,16.6%
2026 Dubai R32,L vs Humbert,27,22,1.2,22.5%,18.3%,21,20,1.1,20.2%,19.2%,7.7%,1.9%,1.8,30.0%,16.7%
2026 Doha QF,L vs Rublev,19,25,0.8,14.4%,18.9%,11,24,0.5,9.5%,20.7%,6.9%,2.6%,1.7,20.5%,12.1%
2026 Doha R16,W vs Medvedev,27,22,1.2,22.5%,18.3%,23,21,1.1,21.3%,19.4%,17.6%,3.7%,1.1,15.0%,14.2%
2026 Rotterdam R32,W vs Rinderknech,18,15,1.2,15.4%,12.8%,16,11,1.5,15.7%,10.8%,11.8%,3.9%,0.8,14.5%,18.8%
2026 Australian Open R64,L vs Machac,67,55,1.2,24.7%,20.3%,43,47,0.9,19.0%,20.8%,11.5%,4.0%,1.0,15.9%,15.9%
2026 United Cup RR,W vs Mochizuki,22,21,1.0,18.6%,17.8%,14,19,0.7,13.5%,18.3%,8.7%,3.8%,0.8,16.1%,20.3%
2025 Roland Garros R64,L vs Gigante,32,53,0.6,13.0%,21.5%,27,47,0.6,12.0%,20.9%,9.3%,1.8%,1.0,17.4%,16.6%
2025 Rome Masters R32,L vs Fils,29,33,0.9,19.5%,22.1%,24,29,0.8,17.5%,21.2%,8.0%,2.2%,1.2,25.5%,22.1%
2025 Madrid Masters R32,L vs Musetti,27,34,0.8,17.1%,21.5%,26,29,0.9,17.6%,19.6%,16.2%,1.4%,0.9,13.9%,15.2%
2025 Barcelona R32,W vs Opelka,7,8,0.9,6.9%,7.8%,5,7,0.7,5.4%,7.6%,5.4%,0.0%,0.5,12.7%,24.5%
2025 Monte Carlo Masters QF,L vs Musetti,25,43,0.6,13.4%,23.0%,24,36,0.7,13.6%,20.3%,10.7%,2.8%,0.7,13.4%,19.3%
2025 Monte Carlo Masters R32,W vs Thompson,20,28,0.7,12.5%,17.5%,13,26,0.5,9.0%,17.9%,6.9%,2.1%,0.8,13.8%,16.9%
2025 Indian Wells Masters R16,L vs Rune,15,12,1.3,12.6%,10.1%,13,11,1.2,11.5%,9.7%,8.8%,2.7%,1.6,18.5%,11.8%
2025 Indian Wells Masters R64,W vs Seyboth Wild,28,13,2.2,23.3%,10.8%,23,12,1.9,21.5%,11.2%,16.8%,4.7%,0.6,11.7%,20.0%
2025 Dubai F,W vs Auger Aliassime,16,17,0.9,13.6%,14.4%,12,13,0.9,11.5%,12.5%,9.6%,1.9%,1.1,16.1%,14.4%
2025 Dubai SF,W vs Griekspoor,30,7,4.3,26.1%,6.1%,23,5,4.6,23.2%,5.1%,12.1%,10.1%,1.4,17.4%,12.2%
2025 Dubai QF,W vs Berrettini,20,22,0.9,12.2%,13.4%,13,20,0.7,8.7%,13.4%,4.7%,3.4%,1.9,17.7%,9.1%
Career (283 matches),,8376,7423,1.1,17.3%,15.4%,6479,6743,1.0,15.0%,15.7%,8.6%,2.9%,1.1,17.2%,15.8%
