Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R32,L vs Fils,0.0%,-,2.6%,50.0%,9.8%,22.2%,9.1%,4.3%,0.0%,0.0%,-,107,28
2026 Miami R128,W vs Fery,1.7%,100.0%,9.6%,84.6%,31.1%,42.1%,33.3%,10.3%,16.7%,0.5%,100.0%,30,13
2026 Indian Wells R128,L vs Shapovalov,0.0%,-,11.3%,64.7%,13.2%,8.6%,18.2%,11.3%,22.2%,0.4%,0.0%,-10,-8
2026 Dubai R32,L vs Humbert,6.0%,100.0%,7.5%,100.0%,15.0%,17.6%,14.3%,7.1%,33.3%,0.0%,-,49,-1
2026 Doha QF,L vs Rublev,0.0%,-,14.4%,84.2%,28.8%,31.6%,0.0%,12.9%,60.0%,0.6%,0.0%,61,58
2026 Doha R16,W vs Medvedev,5.4%,66.7%,15.8%,89.5%,22.5%,27.8%,25.0%,8.5%,33.3%,0.5%,0.0%,53,44
2026 Rotterdam R32,W vs Rinderknech,0.0%,-,6.8%,87.5%,22.6%,15.4%,25.0%,12.5%,66.7%,2.4%,66.7%,21,74
2026 Australian Open R64,L vs Machac,1.8%,100.0%,4.8%,84.6%,24.1%,26.5%,21.1%,6.8%,22.7%,1.2%,25.0%,25,63
2026 United Cup RR,W vs Mochizuki,1.9%,0.0%,7.6%,55.6%,15.9%,18.2%,8.3%,10.4%,44.4%,1.1%,50.0%,-30,9
2025 Roland Garros R64,L vs Gigante,1.7%,100.0%,15.4%,78.9%,10.7%,18.0%,8.3%,3.7%,0.0%,2.7%,9.1%,-2,8
2025 Rome R32,L vs Fils,0.0%,-,5.4%,62.5%,20.5%,15.4%,16.7%,6.9%,22.2%,2.2%,0.0%,12,-17
2025 Madrid R32,L vs Musetti,9.0%,57.1%,18.9%,76.7%,21.7%,18.4%,35.3%,5.3%,0.0%,3.1%,28.6%,63,37
2025 Barcelona R32,W vs Opelka,0.0%,-,3.9%,75.0%,24.0%,12.5%,33.3%,12.9%,40.0%,2.4%,100.0%,14,19
2025 Monte Carlo QF,L vs Musetti,6.0%,80.0%,17.1%,65.6%,18.5%,23.8%,11.1%,4.2%,12.5%,1.3%,50.0%,35,25
2025 Monte Carlo R32,W vs Thompson,1.3%,0.0%,8.8%,50.0%,23.0%,25.0%,25.0%,9.1%,0.0%,0.0%,-,53,62
2025 Indian Wells R16,L vs Rune,0.0%,-,12.6%,46.7%,14.8%,26.9%,14.3%,6.9%,14.3%,1.5%,0.0%,-87,-68
2025 Indian Wells R64,W vs Seyboth Wild,6.8%,100.0%,12.5%,86.7%,22.5%,29.4%,0.0%,5.3%,25.0%,3.2%,50.0%,14,-13
2025 Dubai F,W vs Auger Aliassime,0.0%,-,13.6%,81.3%,16.9%,14.8%,0.0%,2.8%,0.0%,1.2%,50.0%,-1,46
2025 Dubai SF,W vs Griekspoor,4.7%,50.0%,8.7%,80.0%,27.1%,36.4%,33.3%,21.2%,66.7%,2.6%,75.0%,-13,3
2025 Dubai QF,W vs Berrettini,2.6%,50.0%,12.2%,75.0%,20.7%,26.9%,12.5%,10.0%,28.6%,0.5%,0.0%,29,42
Career (251 matches),,4.6%,71.6%,12.7%,71.7%,16.5%,22.3%,13.4%,6.2%,22.3%,1.5%,31.7%,-15,-3
