Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Miami R128,W vs Fery,33% (3/9),67% (2/3),0/0,10% (1/10),100% (1/1),2/2,1/1,2/2,0/0,0/0
2026 Indian Wells R128,L vs Shapovalov,23% (3/13),67% (2/3),1/3,43% (6/14),33% (2/6),2/2,1/1,0/1,0/0,0/1
2026 Dubai R32,L vs Humbert,18% (2/11),0% (0/2),0/0,27% (3/11),33% (1/3),0/0,0/0,1/3,0/0,1/2
2026 Doha QF,L vs Rublev,20% (2/10),0% (0/2),0/1,18% (2/11),0% (0/2),0/0,0/0,2/3,0/0,2/2
2026 Doha R16,W vs Medvedev,44% (4/9),50% (2/4),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2026 Rotterdam R32,W vs Rinderknech,20% (2/10),100% (2/2),0/0,9% (1/11),100% (1/1),1/1,1/1,0/0,1/1,0/0
2026 Australian Open R64,L vs Machac,24% (5/21),60% (3/5),1/3,14% (3/22),0% (0/3),3/3,1/1,2/2,0/0,0/0
2026 United Cup RR,W vs Mochizuki,44% (4/9),75% (3/4),0/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2025 Roland Garros R64,L vs Gigante,30% (6/20),33% (2/6),0/5,35% (7/20),29% (2/7),1/1,0/0,2/2,0/0,1/1
2025 Rome R32,L vs Fils,23% (3/13),67% (2/3),0/3,23% (3/13),0% (0/3),1/1,0/0,1/1,0/0,1/1
2025 Madrid R32,L vs Musetti,25% (3/12),33% (1/3),0/2,33% (4/12),50% (2/4),1/1,0/1,0/0,0/0,0/0
2025 Barcelona R32,W vs Opelka,63% (5/8),80% (4/5),0/0,25% (2/8),100% (2/2),4/4,2/2,0/0,1/1,0/0
2025 Monte Carlo QF,L vs Musetti,46% (6/13),50% (3/6),1/3,38% (5/13),40% (2/5),2/3,1/1,2/2,0/0,1/1
2025 Monte Carlo R32,W vs Thompson,43% (6/14),67% (4/6),1/2,21% (3/14),33% (1/3),2/2,0/1,1/1,0/0,0/0
2025 Indian Wells R16,L vs Rune,30% (3/10),33% (1/3),1/3,40% (4/10),25% (1/4),0/1,0/0,1/1,0/0,1/1
2025 Indian Wells R64,W vs Seyboth Wild,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),1/1,0/0,0/0,0/0,0/0
2025 Dubai F,W vs Auger Aliassime,44% (4/9),75% (3/4),0/0,44% (4/9),100% (4/4),2/2,1/1,0/0,1/1,0/0
2025 Dubai SF,W vs Griekspoor,30% (3/10),67% (2/3),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2025 Dubai QF,W vs Berrettini,13% (2/15),50% (1/2),0/2,29% (4/14),50% (2/4),0/0,0/0,0/0,0/0,0/0
2025 Doha R32,L vs Medjedovic,11% (2/18),100% (2/2),0/1,6% (1/18),0% (0/1),2/2,1/1,3/3,0/0,3/3
2026 (8 matches),,27.2%,56.0%,25.0%,18.2%,33.3%,100.0%,100.0%,63.6%,100.0%,60.0%
2025 (16 matches),,30.2%,59.4%,15.6%,25.6%,38.9%,85.7%,81.8%,94.1%,100.0%,100.0%
2024 (34 matches),,30.4%,73.4%,13.8%,29.0%,40.0%,82.7%,83.3%,83.7%,80.0%,69.2%
2023 (36 matches),,24.5%,61.9%,10.6%,22.5%,40.2%,80.3%,91.2%,92.7%,85.7%,87.5%
2022 (44 matches),,26.5%,65.2%,12.8%,26.3%,35.2%,90.9%,78.6%,81.6%,75.0%,68.8%
Career (464 matches),,31.5%,65.9%,18.8%,25.2%,37.3%,85.9%,86.4%,82.6%,83.4%,78.9%
