Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R32,L vs Fils,64.5%,25.0%,9.7%,2/1,2.40,10.3%,61.1%,18.2%,11.1%,2.47,20.0%,75.0%,33.3%,8.3%,2.32,0.0%
2026 Miami R128,W vs Fery,74.6%,54.7%,1.4%,0/1,2.30,0.0%,64.4%,55.2%,0.0%,2.27,0.0%,92.3%,54.2%,3.8%,2.33,0.0%
2026 Indian Wells R128,L vs Shapovalov,73.1%,36.7%,4.5%,2/1,2.42,17.5%,71.1%,31.3%,4.4%,2.29,32.4%,85.0%,47.1%,5.0%,2.57,0.0%
2026 Dubai R32,L vs Humbert,50.0%,46.9%,1.6%,1/0,2.16,15.2%,45.8%,50.0%,0.0%,2.17,26.3%,66.7%,40.0%,6.7%,2.14,0.0%
2026 Doha QF,L vs Rublev,70.4%,38.0%,8.5%,6/0,2.32,9.8%,60.5%,34.6%,9.3%,2.24,17.4%,92.3%,41.7%,7.7%,2.42,0.0%
2026 Doha R16,W vs Medvedev,70.0%,45.2%,0.0%,0/0,2.22,4.3%,74.4%,41.4%,0.0%,2.23,6.1%,76.5%,53.8%,0.0%,2.18,0.0%
2026 Rotterdam R32,W vs Rinderknech,58.3%,45.7%,0.0%,0/0,2.04,18.5%,54.1%,25.0%,0.0%,1.93,29.4%,83.3%,73.3%,0.0%,2.20,0.0%
2026 Australian Open R64,L vs Machac,56.8%,46.8%,4.3%,6/0,2.23,4.2%,56.4%,52.8%,3.2%,2.00,10.7%,68.4%,34.6%,7.9%,2.38,0.0%
2026 United Cup RR,W vs Mochizuki,71.9%,51.2%,7.0%,2/2,2.03,21.1%,66.7%,40.0%,6.7%,2.11,33.3%,87.5%,61.9%,8.3%,1.89,0.0%
2025 Roland Garros R64,L vs Gigante,71.4%,44.4%,2.4%,0/3,2.23,12.8%,64.9%,32.0%,1.3%,2.18,20.8%,85.1%,60.0%,4.3%,2.30,0.0%
2025 Rome R32,L vs Fils,78.1%,43.9%,6.8%,3/2,2.21,17.0%,69.6%,56.3%,4.3%,2.27,29.0%,92.6%,28.0%,11.1%,2.14,0.0%
2025 Madrid R32,L vs Musetti,77.5%,40.3%,6.3%,3/2,2.26,15.8%,75.4%,30.4%,4.9%,2.17,25.7%,84.2%,68.8%,10.5%,2.42,0.0%
2025 Barcelona R32,W vs Opelka,68.5%,67.6%,1.9%,0/1,1.95,12.5%,63.6%,66.7%,0.0%,1.63,20.0%,88.9%,68.8%,5.6%,2.24,5.9%
2025 Monte Carlo QF,L vs Musetti,78.4%,48.8%,3.9%,1/3,2.23,6.1%,77.3%,48.3%,2.7%,2.35,11.8%,84.6%,50.0%,7.7%,2.09,0.0%
2025 Monte Carlo R32,W vs Thompson,66.7%,53.8%,5.1%,1/3,2.31,3.7%,62.5%,46.7%,2.1%,2.10,9.1%,75.9%,63.6%,10.3%,2.45,0.0%
2025 Indian Wells R16,L vs Rune,63.8%,45.9%,8.6%,3/2,1.99,7.0%,58.5%,45.8%,4.9%,1.96,11.1%,76.5%,46.2%,17.6%,2.03,0.0%
2025 Indian Wells R64,W vs Seyboth Wild,71.8%,49.0%,1.4%,1/0,2.19,0.0%,65.1%,32.1%,2.3%,2.16,0.0%,100.0%,69.6%,0.0%,2.25,0.0%
2025 Dubai F,W vs Auger Aliassime,67.3%,54.3%,3.8%,1/1,2.42,15.4%,70.6%,41.7%,0.0%,2.40,25.0%,68.8%,81.8%,12.5%,2.47,0.0%
2025 Dubai SF,W vs Griekspoor,66.2%,51.2%,3.1%,1/1,1.97,12.9%,57.8%,50.0%,2.2%,1.76,22.2%,89.5%,52.9%,5.3%,2.23,0.0%
2025 Dubai QF,W vs Berrettini,57.5%,37.0%,2.5%,2/0,2.44,31.4%,54.8%,38.2%,1.6%,2.60,55.2%,66.7%,33.3%,5.6%,2.23,0.0%
Career (251 matches),,68.3%,45.4%,3.5%,61.7%,2.21,12.0%,63.6%,42.2%,2.4%,2.17,18.6%,84.5%,50.3%,5.9%,2.27,3.1%
