Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Miami R32,L vs Fils,19.6%,23.9%,24.1%,21.7%,34.8%,43.5%,33.3%,39.1%,60.0%,53.8%,75.0%,6.7%,6.7%,14.3%,-57
2026 Miami R128,W vs Fery,36.9%,55.4%,62.5%,46.8%,43.6%,64.1%,59.1%,60.0%,66.7%,52.4%,100.0%,28.0%,44.0%,66.7%,-21
2026 Indian Wells R128,L vs Shapovalov,21.4%,34.5%,49.2%,30.5%,30.6%,46.9%,52.9%,46.1%,86.4%,37.0%,25.0%,9.4%,18.8%,44.8%,-24
2026 Dubai R32,L vs Humbert,37.5%,55.4%,57.6%,47.0%,47.2%,66.7%,73.7%,61.9%,31.3%,65.0%,100.0%,22.2%,38.9%,35.7%,72
2026 Doha QF,L vs Rublev,31.1%,47.5%,51.2%,41.5%,41.0%,64.1%,65.2%,57.2%,50.0%,42.9%,0.0%,14.3%,19.0%,33.3%,-10
2026 Doha R16,W vs Medvedev,21.7%,41.7%,67.4%,37.0%,26.7%,48.9%,72.7%,47.1%,63.6%,56.5%,-,7.1%,21.4%,53.8%,-45
2026 Rotterdam R32,W vs Rinderknech,45.6%,59.6%,70.4%,53.2%,52.8%,66.7%,70.6%,64.7%,44.4%,44.4%,100.0%,41.2%,58.8%,70.0%,209
2026 Australian Open R64,L vs Machac,39.8%,48.1%,52.8%,44.3%,62.2%,71.6%,53.6%,70.1%,53.3%,47.7%,0.0%,13.7%,21.6%,52.3%,12
2026 United Cup RR,W vs Mochizuki,34.4%,44.3%,47.4%,38.7%,42.9%,52.4%,41.7%,49.0%,47.1%,56.0%,100.0%,17.6%,29.4%,57.1%,56
2025 Roland Garros R64,L vs Gigante,24.0%,33.9%,53.5%,31.5%,31.2%,45.5%,62.3%,43.0%,47.2%,36.6%,40.0%,13.2%,15.8%,39.4%,7
2025 Rome R32,L vs Fils,25.0%,40.8%,50.9%,30.9%,32.6%,52.2%,54.8%,42.4%,52.4%,52.0%,-,15.4%,26.9%,45.5%,29
2025 Madrid R32,L vs Musetti,17.7%,36.7%,61.0%,30.4%,19.6%,50.0%,73.0%,41.3%,35.3%,34.5%,50.0%,18.5%,22.2%,40.9%,54
2025 Barcelona R32,W vs Opelka,31.3%,43.8%,65.6%,36.7%,37.5%,54.2%,60.0%,48.3%,37.5%,50.0%,50.0%,26.1%,34.8%,70.6%,-16
2025 Monte Carlo QF,L vs Musetti,14.1%,34.1%,59.1%,24.8%,19.0%,45.2%,58.8%,40.7%,42.1%,47.8%,25.0%,11.1%,27.8%,59.4%,-16
2025 Monte Carlo R32,W vs Thompson,31.7%,48.8%,57.4%,38.9%,46.3%,63.4%,59.1%,60.7%,60.0%,28.6%,0.0%,17.9%,35.9%,56.3%,-5
2025 Indian Wells R16,L vs Rune,27.9%,34.4%,41.9%,35.1%,27.0%,37.8%,44.4%,38.9%,47.4%,38.9%,33.3%,30.4%,30.4%,37.5%,-16
2025 Indian Wells R64,W vs Seyboth Wild,16.3%,40.8%,75.0%,37.3%,20.0%,51.4%,71.4%,49.4%,31.3%,68.4%,-,7.7%,15.4%,83.3%,-39
2025 Dubai F,W vs Auger Aliassime,34.8%,48.5%,53.8%,43.6%,41.5%,61.0%,75.0%,55.6%,52.4%,40.0%,66.7%,28.6%,33.3%,20.0%,146
2025 Dubai SF,W vs Griekspoor,34.0%,56.0%,74.2%,44.2%,43.8%,71.9%,83.3%,59.7%,30.8%,36.8%,-,18.8%,31.3%,61.5%,65
2025 Dubai QF,W vs Berrettini,36.9%,53.6%,56.9%,45.7%,47.3%,65.5%,65.5%,60.7%,48.0%,53.3%,50.0%,18.5%,33.3%,45.5%,25
Career (251 matches),,30.4%,43.6%,54.6%,38.2%,39.0%,54.9%,59.4%,51.5%,51.3%,45.9%,47.3%,17.6%,27.3%,48.1%,47
