Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,363,233,130,64.2%,548-358,60.5%,4902-4284,53.4%,114-93,55.1%,346,87.0%,18.6%,9.9%,2.8%,62.0%,77.2%,54.5%,68.6%,34.8%,51.6%,1.11
Clay,161,121,40,75.2%,284-123,69.8%,2253-1722,56.7%,34-20,63.0%,158,84.7%,27.5%,6.3%,3.2%,62.2%,73.6%,54.6%,66.4%,39.5%,52.9%,1.18
Grass,42,23,19,54.8%,65-61,51.6%,673-659,50.5%,20-16,55.6%,42,87.8%,13.1%,11.0%,3.7%,62.6%,78.0%,55.0%,69.4%,32.4%,50.6%,1.06
Grand Slams,104,70,34,67.3%,234-146,61.6%,2075-1752,54.2%,43-40,51.8%,102,86.7%,21.5%,9.3%,3.2%,62.5%,75.8%,55.0%,68.0%,36.4%,52.1%,1.14
Masters,176,114,62,64.8%,244-156,61.0%,2151-1863,53.6%,46-35,56.8%,174,85.4%,21.0%,8.5%,3.0%,61.6%,75.6%,54.6%,67.5%,36.1%,51.7%,1.11
Other Tours,258,173,85,67.1%,375-218,63.2%,3254-2766,54.1%,71-48,59.7%,251,86.6%,20.2%,9.0%,3.0%,61.9%,76.9%,54.2%,68.2%,35.7%,51.9%,1.12
Best of 5,104,70,34,67.3%,234-146,61.6%,2075-1752,54.2%,43-40,51.8%,102,86.7%,21.5%,9.3%,3.2%,62.5%,75.8%,55.0%,68.0%,36.4%,52.1%,1.14
Best of 3,462,307,155,66.5%,663-396,62.6%,5753-4913,53.9%,125-89,58.4%,444,86.3%,20.2%,8.9%,2.9%,61.9%,76.5%,54.4%,68.1%,35.7%,51.8%,1.12
Finals,31,13,18,41.9%,31-40,43.7%,339-368,47.9%,7-7,50.0%,31,79.1%,16.8%,7.6%,2.7%,63.1%,72.2%,50.1%,64.0%,33.6%,49.0%,0.93
Semi-finals,56,32,24,57.1%,76-70,52.1%,753-712,51.4%,10-17,37.0%,56,83.9%,19.0%,7.9%,2.8%,63.2%,74.2%,52.9%,66.4%,34.3%,50.6%,1.02
Quarter-finals,85,54,31,63.5%,122-83,59.5%,1085-987,52.4%,23-13,63.9%,84,84.1%,19.2%,7.8%,3.0%,61.4%,74.5%,54.3%,66.7%,34.8%,51.0%,1.04
vs Righties,513,349,164,68.0%,822-481,63.1%,7115-5994,54.3%,150-116,56.4%,498,86.7%,20.8%,9.0%,3.0%,62.0%,76.2%,54.8%,68.1%,36.1%,52.0%,1.13
vs Lefties,52,27,25,51.9%,73-61,54.5%,700-662,51.4%,17-13,56.7%,48,83.7%,17.6%,9.0%,3.1%,62.9%,76.8%,52.1%,67.6%,34.1%,50.8%,1.05
vs Top 10,93,39,54,41.9%,97-137,41.5%,1131-1242,47.7%,23-26,46.9%,91,81.0%,14.3%,7.3%,2.6%,62.0%,72.5%,51.5%,64.5%,31.4%,48.5%,0.88
